id,name,slug,type,tier,parent_id,description,url_path,biomes,created_at,region_ids,probability_by_region
f24f70b7-587e-4eba-9521-f33176c64f19,Bandits and deserters,bandits_and_deserters,humans,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Disaffected soldiers, plague-maddened peasants and local rogues haunting the roads and ruins, turning the depopulated frontier into a patchwork of robber bands unconcerned with Gondor or Sauron beyond what they can steal.[file:37]",,,2026-06-16 22:58:58.653695,{8},"[{""region"": ""Dagorlad"", ""probability"": ""Medium""}]"
b7f03af7-8d83-4ba9-8485-5822f69b651c,Black Bears,black_bears,carnivores,encounter,,"Strongly built but compact bear (Q. ""Meglivorn""), common throughout northern Endor. Nocturnal omnivores that gorge before winter hibernation; superb sense of smell but weak hearing/eyesight. Solitary, the female travelling with 1-4 cubs. Eriadoran Northmen, the Lossoth and the Beijabar/Beornings hold near-cultic bear traditions.",,"{mountains,plains}",2026-06-15 16:25:44.988887,"{38,41,45,73}","[{""region"": ""West Rhudaur"", ""probability"": ""Extremely Hard""}, {""region"": ""Nan Anduin"", ""probability"": ""Extremely Hard""}, {""region"": ""Coldfells"", ""probability"": ""Extremely Hard""}, {""region"": ""Forochel"", ""probability"": ""Extremely Hard""}]"
c99045c9-ead0-492f-9a74-52928c224145,Sea lords of Lebennin,sea_lords_of_lebennin,humans,encounter,f38ca7a3-f993-4f34-96ad-b28231f6a233,"High Men of Gondor, especially the Sea-lords whose power is rooted in Pelargir and the coastal towns; they command fleets, administer the province and lead the struggle against Corsairs and Haradan privateers.[file:30]",,,2026-06-16 22:58:58.653695,{11},"[{""region"": ""Lebennin"", ""probability"": ""Medium""}]"
99ec0665-b742-461c-bbdf-51a5705e81d1,Gondorian Quarrymen,gondorian_quarrymen,humans,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,Gondorian laborers who occasionally work the ancient limestone quarries (like Nardol Quarry) on the forest's northern margins.,,,2026-06-16 22:58:58.653695,{9},"[{""region"": ""Druadan Forest"", ""probability"": ""Medium""}]"
38c0bfe5-7bde-42ad-8587-f460a2a206e3,Dwarves of Erebor,dwarves_of_erebor,dwarves,encounter,f637cca6-c509-44bd-80bf-68313c65696f,"A community of Durin's Folk dwelling in the Lonely Mountain, a great isolated peak north of Long Lake, using its caverns as halls, mines and treasure vaults; tightly connected to trade along the River Running.",,,2026-06-16 22:58:58.653695,"{4,10}","[{""region"": ""Esgaroth"", ""probability"": ""Medium""}, {""region"": ""Woodland Realm"", ""probability"": ""Medium""}]"
ce1b0165-d4ed-4828-a777-56d4aa27c185,Marshmen,marshmen,humans,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Small, long-lived descendants of the Edain dwelling in Nindalf and western marshes, living by hunting, fishing, goat herding and gardening, worshipping Eru (Iroi) and the Valar as Jevinn and Eremi, and organizing themselves through yearly councils on the holy island of Tel Belarin; some have been driven westward by the Dead Marshes' corruption.[file:37]",,,2026-06-16 22:58:58.653695,"{8,23}","[{""region"": ""Dagorlad"", ""probability"": ""Medium""}, {""region"": ""Tolfalas"", ""probability"": ""Medium""}]"
906015a3-1f45-4e7e-b2c3-388c1cb10891,Eraguk,eraguk,humans,encounter,3ef3eb9f-d0d0-41a0-af90-b4387492b1f4,"Fierce steppe nomads of mixed Haruze and Nórniag lineage, the Eraguk roamed the Aegardh since ancient times as the original inhabitants; after centuries of Gondorian pressure, most were driven east or assimilated, surviving in small, often bandit-style groups by T.A. 1640.[file:73]",,,2026-06-16 22:58:58.653695,{12},"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
c5a3e121-2234-4f2a-8fe8-238db9eb4a0c,Haruze,haruze,humans,encounter,3ef3eb9f-d0d0-41a0-af90-b4387492b1f4,"Haruze farmers and nomads who have occupied the Vale of Harnen, growing sorghum and herding flocks, moving seasonally between Harad/Nurn and the southern Harondor plateau; a persistent cultural presence even when Gondor claims political control.[file:73]",,,2026-06-16 22:58:58.653695,{12},"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
6eef3cf9-5557-4332-acc4-0c80a917945b,Gondorian rangers,gondorian_rangers,humans,encounter,f38ca7a3-f993-4f34-96ad-b28231f6a233,"Gondor maintains border fortresses like Amon Eithel and patrols the Hyarmenti road to keep the Aegardh nominally under control; these rangers are thin on the ground and frequently harassed by nomads, Haruze and Umbarean agents.[file:73]",,,2026-06-16 22:58:58.653695,{12},"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
b302e2bc-0c6c-4c63-906a-10ae17b31cb6,Umbarean agents,umbarean_agents,humans,encounter,370b7ab2-1439-402f-9d23-7d0a0b90ea6f,"After the Kin-strife, Umbarean and Haruze captains encouraged nomadic clans to migrate into the Aegardh, using Harondor as a staging ground against Gondor and the Hyarmenti trade road.[file:73]",,,2026-06-16 22:58:58.653695,{12},"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
b7c21b0d-c385-48ef-9dd8-9387d6803796,Tharbad people,tharbad_people,humans,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Merchants, craftsmen, guildsmen, smugglers and refugees crowd the fen‑ringed city of Tharbad, whose power shifts from Cardolan's kings to Gondor's Canotar and then to powerful guilds as war, flood and plague erode royal authority.[file:31]",,,2026-06-16 22:58:58.653695,{16},"[{""region"": ""Minhiriath"", ""probability"": ""Medium""}]"
1e9bfa16-7c30-42d4-bfc8-45101f0a74b9,Rangers of Ithilien,rangers_of_ithilien,humans,encounter,f38ca7a3-f993-4f34-96ad-b28231f6a233,Gondorian rangers who launch stealth raids against Sauron's forces.,,,2026-06-16 22:58:58.653695,{18},"[{""region"": ""Harithilien"", ""probability"": ""Medium""}]"
a67b78df-be91-44c7-9092-7ed39f90f39f,Cave Worms,cave_worms,drakes,encounter,,"Wingless, breathless earth-element Drakes of the Cave-drake family that dwell deep underground in cavern systems.",,"{desert,forest,mountains,plains,river,cave}",2026-06-15 16:25:44.988887,"{39,68,71}","[{""region"": ""Moria"", ""probability"": ""Sheer Folly""}, {""region"": ""Central Misty Mountains"", ""probability"": ""Sheer Folly""}, {""region"": ""North Misty Mountains"", ""probability"": ""Sheer Folly""}]"
05611e91-228f-4ab8-917e-0bd553a0aac5,Princes of Dol Amroth,princes_of_dol_amroth,humans,encounter,f38ca7a3-f993-4f34-96ad-b28231f6a233,"Hereditary Dúnedain rulers of Dor‑en‑Ernil, holding a status just below the King and Steward; their line carries Elven blood and rules almost autonomously from Dol Amroth, symbolized by a silver Swan‑ship on deep blue.",,,2026-06-16 22:58:58.653695,{20},"[{""region"": ""Dor-en-Emyl"", ""probability"": ""Medium""}]"
ca926d68-6b4e-42eb-b537-1f3c96f5227d,Eredrim,eredrim,humans,encounter,1007565e-5a57-46d9-9089-2f94e04a2e01,"Dunlending‑related highlanders of the Ered Tarthonion, descendants of the Daen Coentis; rugged village dwellers ruled by their own chieftains, paying tribute in kind, practicing animistic and sometimes dark rites and resisting assimilation.",,,2026-06-16 22:58:58.653695,"{13,19,20,77,79}","[{""region"": ""Andrast"", ""probability"": ""Absurd""}, {""region"": ""Anfalas"", ""probability"": ""Sheer Folly""}, {""region"": ""Dor-en-Emyl"", ""probability"": ""Absurd""}, {""region"": ""Druwaith Laur"", ""probability"": ""Absurd""}, {""region"": ""Lamedon"", ""probability"": ""Absurd""}]"
dbbed084-7bf7-4099-9a73-a6cc8055bdc0,Elves of Edhellond,elves_of_edhellond,elves,encounter,57650ea6-8999-4bf1-acc9-b32b4e23230d,"A Sindar-led Elf-haven at the mouth of the Morthond, famed for its white swan-ships and as guardians of Eryn Laegol; the Sindar provide shipwrights, captains and leaders while Silvan Elves form most of the common folk, hunters and fishers. Closely allied with the Princes of Belfalas, they build the most beautiful ships in Southern Gondor.",,,2026-06-16 22:58:58.653695,"{13,19,20}","[{""region"": ""Lamedon"", ""probability"": ""Medium""}, {""region"": ""Dor-en-Emyl"", ""probability"": ""Medium""}, {""region"": ""Anfalas"", ""probability"": ""Medium""}]"
9e0fb2be-d9e2-4160-b2e8-ea83040f95d1,Celeborn,celeborn,elves,encounter,57650ea6-8999-4bf1-acc9-b32b4e23230d,"Lord of Lórien and consort of Galadriel, providing military and diplomatic leadership and embodying Sindarin traditions within the Golden Wood.",,,2026-06-16 22:58:58.653695,{84},"[{""region"": ""Lorien"", ""probability"": ""Medium""}]"
3d64ca52-5f13-46b1-896f-c250c2b1ce96,Grass Cats,grass_cats,carnivores,encounter,,"Handsome, long-legged hunter of the plains of Calenardhon, now quite rare since Men have killed or domesticated most of its prey and hunt it for fear of losing sheep, goats or kine. Its thick buff fur absorbs grass pollen in summer, turning an eerie yellow-green. It hunts by leaping onto prey's back and driving its claws into throat and neck, and has killed Men this way; in heat or combat it gives off terrifying high-pitched shrieks on winter nights.",,{grassland},2026-06-15 20:15:02.171759,"{5,14,62,63,82}","[{""region"": ""Fangorn"", ""probability"": ""Sheer Folly""}, {""region"": ""Parth Celebrant"", ""probability"": ""Extremely Hard""}, {""region"": ""Rohan"", ""probability"": ""Light""}, {""region"": ""Wold"", ""probability"": ""Light""}, {""region"": ""Westmarch"", ""probability"": ""Medium""}]"
ca5be08c-8bfc-4a61-ad18-a975f513fa61,Stoors of New Maresh,stoors_of_new_maresh,hobbits,encounter,07336b31-a038-47a0-a10f-52a9aff46865,"A small Stoor Hobbit community living in burrows on hills rising from a marsh near the Dunstrem, traveling by pole‑boats, trading herbs and fish, and protected by the treacherous wetlands and their own wariness of outsiders.[file:32]",,,2026-06-16 22:58:58.653695,{21},"[{""region"": ""Enedhwaith"", ""probability"": ""Medium""}]"
68ee828e-f3a3-4140-95e3-74d880961e49,Merchants,merchants,humans,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Merchants based in Larach Duhnnan and other sites move goods between clans and to Tharbad, while a hidden Smugglers' Hold grows gort and tartella herbs for Corsairs of Umbar using Dunnish and Dúnadan frontmen.[file:32]",,,2026-06-16 22:58:58.653695,"{7,11,13,15,16,17,19,20,21,23,29,35,39,40,44,45,50,58,59,60,68,69,77,78,79,80,85,86}","[{""region"": ""Andrast"", ""probability"": ""Very Hard""}, {""region"": ""Anfalas"", ""probability"": ""Hard""}, {""region"": ""Anorien"", ""probability"": ""Hard""}, {""region"": ""Belegaer sea"", ""probability"": ""Absurd""}, {""region"": ""Bree"", ""probability"": ""Sheer Folly""}, {""region"": ""Central Anduin"", ""probability"": ""Absurd""}, {""region"": ""Central Misty Mountains"", ""probability"": ""Absurd""}, {""region"": ""Coldfells"", ""probability"": ""Absurd""}, {""region"": ""Dor-en-Emyl"", ""probability"": ""Sheer Folly""}, {""region"": ""Druwaith Laur"", ""probability"": ""Absurd""}, {""region"": ""En Udanoriath"", ""probability"": ""Absurd""}, {""region"": ""Enedhwaith"", ""probability"": ""Sheer Folly""}, {""region"": ""Ettenmoors"", ""probability"": ""Absurd""}, {""region"": ""Hairavercien"", ""probability"": ""Very Hard""}, {""region"": ""Lamedon"", ""probability"": ""Sheer Folly""}, {""region"": ""Lebennin"", ""probability"": ""Hard""}, {""region"": ""Minhiriath"", ""probability"": ""Sheer Folly""}, {""region"": ""Mintyrnath"", ""probability"": ""Absurd""}, {""region"": ""North Misty Mountains"", ""probability"": ""Absurd""}, {""region"": ""Old Forest"", ""probability"": ""Sheer Folly""}, {""region"": ""Rast Vorn"", ""probability"": ""Sheer Folly""}, {""region"": ""Rivendell"", ""probability"": ""Absurd""}, {""region"": ""South Arthedain"", ""probability"": ""Sheer Folly""}, {""region"": ""South Downs"", ""probability"": ""Absurd""}, {""region"": ""The Shire"", ""probability"": ""Sheer Folly""}, {""region"": ""Tolfalas"", ""probability"": ""Absurd""}, {""region"": ""Tower Hills"", ""probability"": ""Sheer Folly""}, {""region"": ""Wilderness of Arnor"", ""probability"": ""Sheer Folly""}]"
f3fd6129-aa5c-475d-b750-a2588eaf9787,Ice orcs,ice_orcs,orcs,encounter,267142a7-6b80-4b64-ae25-1e9531c778b1,"Tall, gaunt, pale, sun-tolerant Orcs descended from Morgoth's northern guards, ruling the Forodwaith from the Dark-Ice Fortress and mining outposts like Thollakar; they raid neighboring Lotan and Lossoth, worship Morgoth in gruesome festivals, and now answer uneasily to the Witch-king of Angmar.[file:38]",,,2026-06-16 22:58:58.653695,"{24,25}","[{""region"": ""Iron Hills"", ""probability"": ""Medium""}, {""region"": ""Dale"", ""probability"": ""Medium""}]"
a1c0f73d-6c9f-43b6-8848-0fb915b8510c,Gondorian settlers,gondorian_settlers,humans,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Gondorians of Calenardhron and Dor Rhûnen who garrison forts like Thorontir and farm pockets such as Tharlorien and the Undeeps, guarding the fords and asserting Gondor's claimed dominion.",,,2026-06-16 22:58:58.653695,"{3,8,37,41,42,43,44,81,83}","[{""region"": ""Mirkwood Wilds"", ""probability"": ""Medium""}, {""region"": ""Woodmen"", ""probability"": ""Medium""}, {""region"": ""Dagorlad"", ""probability"": ""Medium""}, {""region"": ""West Rhudaur"", ""probability"": ""Medium""}, {""region"": ""En Egladil"", ""probability"": ""Medium""}, {""region"": ""Trollshaws"", ""probability"": ""Medium""}, {""region"": ""Ettenmoors"", ""probability"": ""Medium""}, {""region"": ""Lone-lands"", ""probability"": ""Medium""}, {""region"": ""Dor Guldur"", ""probability"": ""Medium""}]"
a85ddc65-e8d5-460e-99ea-8b2e6a0f70ec,Silvan Elves,silvan_elves,elves,group,,"When the Eldar departed from the original Elven homeland during the Elder Days, a number of their brethren remained behind. They decided not to seek the light of the Aman and were labeled as the Avari (Q. ""Unwilling, Refusers""). These kindreds were left to fend for themselves during the days when Morgoth's Shadow swept over the East. During these dark times they were forced into the secluded safety of the forests of eastern Middle-earth, where they wandered and hid from the wild Men who dominated most of the lands. They became known as the Silvan or Wood-elves. Physical Character: Most are slight of build, and all are thin by mannish standards. Ruddy of complexion, with sandy hair and blue or green eyes. Generalizations are difficult, however, since there are many kindreds and there is wide variation among them. Same endurance as for Noldor Elves. Males average 6'0"", females 5'9"". Same lifespan as for Noldor Elves. Cannot become sick or scarred and are virtually immune to disease. -10 bonus versus cold attacks. Their vision is the same as that of Noldor Elves. The Silvan folk are superb musicians and have tremendous hearing, even for Elves. +10 to Bardic spell attacks. They are also elusive. +10 for trickery and Stalking/Hiding maneuvers. The culture of the Silvan Elves is best characterized as unstructured and rustic by Elven standards, but rich and relatively advanced when compared to the ways of Men. They have always been independent, but as of late many have settled in kingdoms ruled by the Noldor or Sindar.",,"{forest,desert,river,tundra}",2026-06-15 20:28:26.531918,"{3,70,82,83}","[{""region"": ""Dor Guldur"", ""probability"": ""Medium""}, {""region"": ""Fangorn"", ""probability"": ""Medium""}, {""region"": ""Mirkwood Wilds"", ""probability"": ""Medium""}, {""region"": ""Eregion"", ""probability"": ""Medium""}]"
a789d31c-f7cd-4f74-bed5-109f928ed3fc,Slirdu,slirdu,other_animals,encounter,,"Strange arboreal creatures (the Slird, pl. ""Slirdu"") found only in the forests of the remote islands off the southeast coast of Middle-earth, most in colonies of 2-40 on the isle of Vulm Shryac. Green or green-with-red-stripes, they are four- or five-armed invertebrates resembling both squids and starfish, adapted to land with true lungs and a quasi-skeleton of thick insulated nerves; each prehensile arm joins a squid-like trunk holding two eyes, a beak-like mouth and an ink sack. Nesting near treetops and moving fast through the canopy, these true carnivores eat ~20 lbs of meat a day, enveloping prey, immobilising it with suction pads and spraying toxic ink that stuns, blinds or knocks out; their rudimentary nerve-stem brain makes them little more than honed killing organisms.",,{forest},2026-06-15 16:25:44.988887,{12},"[{""region"": ""Harondor"", ""probability"": ""Extremely Hard""}]"
267142a7-6b80-4b64-ae25-1e9531c778b1,Common Orcs,common_orcs,orcs,group,,"These hideous creatures are members of a race descended from Elves who were twisted and perverted by Morgoth during the First Age. Although they are not inherently evil, they are culturally and mentally predisposed toward Darkness. Physical Character: Heavy, with thick hides, short legs, and long, thin arms. They have grotesque, fanged faces and random hair growth. Black or grey hair, black or reddish-brown eyes, and deep grey or black hides. Tremendous endurance. Ores can travel for 2 days without rest. Alternatively, they can run for up to 12 hours without stopping. 3-5 feet. Indefinite lifespan; certainly hundreds of years, but the nature of their warlike life permits few to live past the age of 50. +30 bonus versus heat/fire attacks. Orcs sleep during daylight hours, although they need rest only once every 3 days. In most darkness Orcs can see like Elves, and in absolute darkness they can see 10'. Bred as laborers and warriors, Orcs respect power and terror above all things. They join and cooperate in substantial groups only when led by a ""focused will"", some overwhelmingly strong individual.",,,2026-06-15 20:28:26.545437,"{3,4,8,10,24,25,35,37,39,45,46,54,55,66,67,68,69,83}","[{""region"": ""Forovirian"", ""probability"": ""Medium""}, {""region"": ""Mirkwood Wilds"", ""probability"": ""Medium""}, {""region"": ""Woodland Realm"", ""probability"": ""Medium""}, {""region"": ""Central Anduin"", ""probability"": ""Medium""}, {""region"": ""Woodmen"", ""probability"": ""Medium""}, {""region"": ""Central Misty Mountains"", ""probability"": ""Medium""}, {""region"": ""Dagorlad"", ""probability"": ""Medium""}, {""region"": ""Talath Uichel"", ""probability"": ""Medium""}, {""region"": ""Esgaroth"", ""probability"": ""Medium""}, {""region"": ""North Misty Mountains"", ""probability"": ""Medium""}, {""region"": ""Wilderness of Arnor"", ""probability"": ""Medium""}, {""region"": ""Coldfells"", ""probability"": ""Medium""}, {""region"": ""Angmar"", ""probability"": ""Medium""}, {""region"": ""Dor Guldur"", ""probability"": ""Medium""}, {""region"": ""Talath Muil"", ""probability"": ""Medium""}, {""region"": ""Rammas Formen"", ""probability"": ""Medium""}, {""region"": ""Iron Hills"", ""probability"": ""Medium""}, {""region"": ""Dale"", ""probability"": ""Medium""}]"
f637cca6-c509-44bd-80bf-68313c65696f,Dwarves of Durin,dwarves_of_durin,dwarves,group,,"Durin's heirs and their people who, after the loss of Moria, established mining colonies at Silverplunge, Thunderclift, Silverpit, Long Peak and Norr-dum, and later reconnected with Erebor; ruled by a king advised by Dwarf-lords and by appointed Wardens in outlying colonies.[file:38]",,,2026-06-16 22:58:58.653695,"{24,25}","[{""region"": ""Iron Hills"", ""probability"": ""Medium""}, {""region"": ""Dale"", ""probability"": ""Medium""}]"
193fc0a9-85c6-49bf-af26-4bfbbf67b942,Smugglers,smugglers,humans,encounter,811a8823-2b50-4b2c-8a99-8414b6283c06,"Semi-legal privateers, outright pirates and smugglers operate from coves, swamps and hidden harbors along the coasts and the Ethir Anduin, raiding trade and dodging royal duties despite the Sea-lords' efforts.[file:30]",,,2026-06-16 22:58:58.653695,"{11,19,20,23,29,72,77,78,79}","[{""region"": ""Andrast"", ""probability"": ""Absurd""}, {""region"": ""Belegaer sea"", ""probability"": ""Very Hard""}, {""region"": ""Dor-en-Emyl"", ""probability"": ""Very Hard""}, {""region"": ""Druwaith Laur"", ""probability"": ""Sheer Folly""}, {""region"": ""Hairavercien"", ""probability"": ""Absurd""}, {""region"": ""Lamedon"", ""probability"": ""Very Hard""}, {""region"": ""Tolfalas"", ""probability"": ""Very Hard""}, {""region"": ""Dunland"", ""probability"": ""Medium""}, {""region"": ""Lebennin"", ""probability"": ""Medium""}]"
f38ca7a3-f993-4f34-96ad-b28231f6a233,Dúnedain,dnedain,humans,group,,"The Dúnedain are descendants of the Edain who settled on the island kingdom of Númenor during the Second Age. It was their Númenorean forefathers who colonized and conquered much of Middle-earth. When the Isle of the West sank into the sea during the Downfall of S.A. 3319, two groups survived: the Black Númenoreans and the Faithful Dúnedain. The latter settled Arnor and Gondor, the Realms in Exile. Like all their brethren, they have traces of Elven and Maia blood. Physical Character: Tall and strong. Men average 225 pounds, women 150 pounds. Fair skin and black or dark brown hair. They have grey, hazel, blue, or green eyes. Considerable endurance. Men average 6'5"", women 5'10"". Lifespan: 100-300 years. Rich and well made, with elaborate collars. The Dúnedain of lowland Gondor wear light tunics and often go without leggings. Those of colder areas wear more. They favor feathers and white symbols on dark fields. Comfortable and centered around cosmopolitan cities and towns. The Dúnedain hate the Corsairs, for they blame them for the Kin-strife, Gondor's civil war. They also despise the Black Númenoreans.",,"{river,plains,tundra}",2026-06-15 20:28:26.537364,"{1,2,6,13,15,16,17,19,20,21,23,41,42,43,44,46,55,56,59,60,61,72,78,79,80,81,85,86,87}","[{""region"": ""Angmar"", ""probability"": ""Absurd""}, {""region"": ""Dor Rhunen"", ""probability"": ""Hard""}, {""region"": ""Dorwinion"", ""probability"": ""Very Hard""}, {""region"": ""Eothraim"", ""probability"": ""Hard""}, {""region"": ""Gramuz"", ""probability"": ""Extremely Hard""}, {""region"": ""Anfalas"", ""probability"": ""Medium""}, {""region"": ""South Arthedain"", ""probability"": ""Medium""}, {""region"": ""Minhiriath"", ""probability"": ""Medium""}, {""region"": ""Rast Vorn"", ""probability"": ""Medium""}, {""region"": ""Lamedon"", ""probability"": ""Medium""}, {""region"": ""Dor-en-Emyl"", ""probability"": ""Medium""}, {""region"": ""Enedhwaith"", ""probability"": ""Medium""}, {""region"": ""Tolfalas"", ""probability"": ""Medium""}, {""region"": ""West Rhudaur"", ""probability"": ""Medium""}, {""region"": ""En Egladil"", ""probability"": ""Medium""}, {""region"": ""Trollshaws"", ""probability"": ""Medium""}, {""region"": ""Ettenmoors"", ""probability"": ""Medium""}, {""region"": ""Rammas Formen"", ""probability"": ""Medium""}, {""region"": ""Evendim Hills"", ""probability"": ""Medium""}, {""region"": ""South Downs"", ""probability"": ""Medium""}, {""region"": ""Mintyrnath"", ""probability"": ""Medium""}, {""region"": ""Weather Hills"", ""probability"": ""Medium""}, {""region"": ""Dunland"", ""probability"": ""Medium""}, {""region"": ""Hairavercien"", ""probability"": ""Medium""}, {""region"": ""Andrast"", ""probability"": ""Medium""}, {""region"": ""Rivendell"", ""probability"": ""Medium""}, {""region"": ""Lone-lands"", ""probability"": ""Medium""}, {""region"": ""The Shire"", ""probability"": ""Medium""}, {""region"": ""Bree"", ""probability"": ""Medium""}]"
29823a56-7dab-46b5-adb7-f0d2908f4a57,Hurndaen,hurndaen,pukel_constructs,encounter,,"Pukel-creatures that look like iron pillars until disturbed, when they become deadly iron manlike forms; like other Pukel they can reconstitute themselves, though this takes at least 50 years of undisturbed repose.",,{cave},2026-06-15 16:25:44.988887,"{7,9,77}","[{""region"": ""Druadan Forest"", ""probability"": ""Sheer Folly""}, {""region"": ""Anorien"", ""probability"": ""Sheer Folly""}, {""region"": ""Druwaith Laur"", ""probability"": ""Sheer Folly""}]"
19efbab0-ecad-4aff-a72c-40ebbca2cee2,Sand Drakes,sand_drakes,drakes,encounter,,"Sand Drakes are one of the two breeds of Were-worm, burrowing Dragons of arid and desert lands.",,"{desert,mountains,plains}",2026-06-15 16:25:44.988887,{12},"[{""region"": ""Harondor"", ""probability"": ""Sheer Folly""}]"
287d8d1e-fd77-4dca-8148-899136a77e1a,Mountain Giants,mountain_giants,giants,encounter,,"Extremely long-lived, reclusive beings of immense size who dwell in the high peaks and avoid contact with other races.",,,2026-06-16 22:58:58.653695,{27},"[{""region"": ""Ered Luin"", ""probability"": ""Medium""}]"
3af6b52e-a3d2-440c-9146-25d80ccf409b,Elves of the Grey Havens,elves_of_the_grey_havens,elves,encounter,57650ea6-8999-4bf1-acc9-b32b4e23230d,Elven mariners sailing the Sunset-rounders into the Undying West.,,,2026-06-16 22:58:58.653695,{29},"[{""region"": ""Belegaer sea"", ""probability"": ""Medium""}]"
d18fcd08-da18-4540-b5c6-7b8eff81e448,Corsairs,corsairs,humans,encounter,370b7ab2-1439-402f-9d23-7d0a0b90ea6f,"The Corsairs are descendants of the Dúnedain rebels who fled from Gondor in the wake of the Kin-strife of T.A. 1432-47. Most settled in Umbar in T.A. 1447 and began a long struggle for control with the stronger Haradan and Black Númenorean elements. Since that time modest inbreeding with the locals has created a somewhat distinct group, although their Dúnedain roots remain strong. They long to reclaim Gondor as their own. Physical Character: Strong of build; males average 220 pounds, women 145 pounds. Corsairs are generally fair skinned and have grey or bluish eyes and black or dark brown hair. Considerable endurance. They do not get seasick. Men average 6'3"", women 5'9"". Lifespan: 95-190 years. +25 bonus for Weather-watching or Star-gazing activity. Corsairs favor purple, red, and gold clothing made from silk or fine cotton. They wear tunics and only rarely don leggings. Men wear gold collars, while women are well-adorned with jewelry. Corsair culture reflects the conservative elements found among Gondor's aristocracy, only it is carried to an extreme.",,{river},2026-06-15 20:28:26.536481,"{7,11,13,19,20,23,29,77,78,79}","[{""region"": ""Andrast"", ""probability"": ""Sheer Folly""}, {""region"": ""Anfalas"", ""probability"": ""Absurd""}, {""region"": ""Anorien"", ""probability"": ""Absurd""}, {""region"": ""Belegaer sea"", ""probability"": ""Very Hard""}, {""region"": ""Dor-en-Emyl"", ""probability"": ""Medium""}, {""region"": ""Druwaith Laur"", ""probability"": ""Sheer Folly""}, {""region"": ""Hairavercien"", ""probability"": ""Hard""}, {""region"": ""Lamedon"", ""probability"": ""Very Hard""}, {""region"": ""Lebennin"", ""probability"": ""Absurd""}, {""region"": ""Tolfalas"", ""probability"": ""Very Hard""}]"
beb14c2f-1adc-40da-91bf-177af1083f1d,Dwarf Miners of Harlindon,dwarf_miners_of_harlindon,dwarves,encounter,607a9513-3045-4eb0-8f65-a0a9cb1780a5,Dwarves operating coal and iron mines on the eastern slopes of the southern Blue Mountains.,,,2026-06-16 22:58:58.653695,{32},"[{""region"": ""South Harlindon"", ""probability"": ""Medium""}]"
91547e1d-4dc0-4745-83c2-c385f20b0a81,Swamp Stars,swamp_stars,undead,encounter,,"Ghosts that have wholly degenerated into small bright lights which lure the unwary (5th-level Luring) into bogs, quicksand or deep marsh pools, draining life-energy as the victim drowns or is immobilised.",,{marsh},2026-06-15 16:25:44.988887,"{8,21,38}","[{""region"": ""Dagorlad"", ""probability"": ""Extremely Hard""}, {""region"": ""Nan Anduin"", ""probability"": ""Extremely Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Extremely Hard""}]"
2544b3b0-fe67-4ab4-9a4d-8842bd6f6cda,Dwarves of Nan-i-Naugrim,dwarves_of_nan-i-naugrim,dwarves,encounter,607a9513-3045-4eb0-8f65-a0a9cb1780a5,"Firebeards and Broadbeams of the Blue Mountains, living in the fourteen holds of Nan-i-Naugrim; they maintain active smithing traditions and weapon-crafting at Merlost.",,,2026-06-16 22:58:58.653695,{34},"[{""region"": ""Ered Luin Vales"", ""probability"": ""Medium""}]"
767ba610-a31d-4cd7-9ff4-bdb224b679d8,Elves of Mithlond,elves_of_mithlond,elves,encounter,aa6753b4-ba46-47b2-88cc-3e0d23036707,High Elves who keep watch over the Elostirion tower and the road to the west.,,,2026-06-16 22:58:58.653695,{40},"[{""region"": ""Tower Hills"", ""probability"": ""Medium""}]"
026d8cad-c534-402f-a385-f19ab3320237,Rock Vipers,rock_vipers,reptiles,encounter,,"An inconspicuous little creature, the Rock Viper would not be worth mentioning, save that those climbing cliffs and mountains in Endor would be well-advised to watch where they place their hands or their bare feet (Hobbits, especially), for this snakeling is fond of sunbathing on rocky ledges. Their grey skin is speckled with brown and black spots, enabling the serpent to blend in with rock surfaces (the creature is also called the Leopard Viper). Although it is small, the Rock Viper's bite is quite deadly (20th lvl). There has never been a proven case of anyone surviving such a bite without some sort of medical treatment, either magical or herbal. The victim first suffers swelling, massive bruising, and discoloration around the wound. Then, within 60 seconds, his heart begins to palpitate, his breathing becomes irregular, his endocrine system fails, and he dies of total system shock within 6-10 minutes.",,{mountains},2026-06-15 16:25:44.988887,"{39,68}","[{""region"": ""Central Misty Mountains"", ""probability"": ""Very Hard""}, {""region"": ""North Misty Mountains"", ""probability"": ""Very Hard""}]"
