region,region_type,phase,base_encounter_chance_pct,entity_name,entity_type,active,danger,raw_level,adjusted_level,conditional_probability_pct,absolute_probability_pct
Ascahiriand,province,afternoon,55,Crows,flying_animals,day,0,4,5,2.05,1.13
Ascahiriand,province,afternoon,55,Deer,herbivores,all-day,0,5,5,2.05,1.13
Ascahiriand,province,afternoon,55,Dunedain Traveller,humans,all-day,0,5,5,2.05,1.13
Ascahiriand,province,afternoon,55,Hares,herbivores,all-day,0,5,5,2.05,1.13
Ascahiriand,province,afternoon,55,Hornets,insects,day,1,4,5,2.05,1.13
Ascahiriand,province,afternoon,55,Laegrim Ranger,elves,all-day,0,5,5,2.05,1.13
Ascahiriand,province,afternoon,55,Merchants & Traders,humans,day,0,4,5,2.05,1.13
Ascahiriand,province,afternoon,55,Wild Animals,other_animals,all-day,0,5,5,2.05,1.13
Ascahiriand,province,afternoon,55,Wild Bees,insects,day,1,4,5,2.05,1.13
Ascahiriand,province,afternoon,55,Boars,other_animals,all-day,2,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Dwarf Merchant,dwarves,day,0,3,4,1.28,0.71
Ascahiriand,province,afternoon,55,Elk,herbivores,all-day,0,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Goats,herbivores,all-day,0,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Grazing Animals,herbivores,all-day,0,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Pilgrim to Mithlond,elves,all-day,0,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Rats,herbivores,all-day,0,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Sea Captain Sailor,elves,all-day,0,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Sheep,herbivores,all-day,0,4,4,1.28,0.71
Ascahiriand,province,afternoon,55,Bats,flying_animals,nocturnal,0,4,3,0.8,0.44
Ascahiriand,province,afternoon,55,Brigands & Outlaws,humans,all-day,3,3,3,0.8,0.44
Ascahiriand,province,afternoon,55,Crebain,flying_animals,day,0,2,3,0.8,0.44
Ascahiriand,province,afternoon,55,Elven Loremaster,elves,all-day,0,3,3,0.8,0.44
Ascahiriand,province,afternoon,55,Fish,water_animals,all-day,0,3,3,0.8,0.44
Ascahiriand,province,afternoon,55,Hobbit Wanderer,hobbits,all-day,0,3,3,0.8,0.44
Ascahiriand,province,afternoon,55,Owls,flying_animals,nocturnal,0,4,3,0.8,0.44
Ascahiriand,province,afternoon,55,Natural Hazards,hazards,all-day,2,2,2,0.5,0.28
Ascahiriand,province,afternoon,55,Rabbits,herbivores,all-day,0,2,2,0.5,0.28
Ascahiriand,province,afternoon,55,Renegade Elf,elves,all-day,2,2,2,0.5,0.28
Ascahiriand,province,night,55,Dwarves of the Blue Mountains,dwarves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Elven Noble,elves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Elven Wandering Company,elves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Falathrim (Sea-elves),elves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Falathrim Fisher Sailor,elves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Fisheries,resources,day,0,7,6,4.11,2.26
Ascahiriand,province,night,55,Foxes,carnivores,all-day,1,6,6,4.11,2.26
Ascahiriand,province,night,55,Harfoots (Common Hobbits),hobbits,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Herb-lands,resources,day,0,7,6,4.11,2.26
Ascahiriand,province,night,55,Iathrim and Laegrim,elves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Lindellim (Nandor),elves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Noldor (High Elves),elves,all-day,0,6,6,4.11,2.26
Ascahiriand,province,night,55,Wolves,carnivores,all-day,2,6,6,4.11,2.26
Ascahiriand,province,night,55,Bats,flying_animals,nocturnal,0,4,5,2.57,1.41
Ascahiriand,province,night,55,Deer,herbivores,all-day,0,5,5,2.57,1.41
Ascahiriand,province,night,55,Dunedain Traveller,humans,all-day,0,5,5,2.57,1.41
Ascahiriand,province,night,55,Hares,herbivores,all-day,0,5,5,2.57,1.41
Ascahiriand,province,night,55,Laegrim Ranger,elves,all-day,0,5,5,2.57,1.41
Ascahiriand,province,night,55,Owls,flying_animals,nocturnal,0,4,5,2.57,1.41
Ascahiriand,province,night,55,Wild Animals,other_animals,all-day,0,5,5,2.57,1.41
Ascahiriand,province,night,55,Birds,flying_animals,day,0,5,4,1.61,0.88
Ascahiriand,province,night,55,Boars,other_animals,all-day,2,4,4,1.61,0.88
Ascahiriand,province,night,55,Elk,herbivores,all-day,0,4,4,1.61,0.88
Ascahiriand,province,night,55,Goats,herbivores,all-day,0,4,4,1.61,0.88
Ascahiriand,province,night,55,Grazing Animals,herbivores,all-day,0,4,4,1.61,0.88
Ascahiriand,province,night,55,Pilgrim to Mithlond,elves,all-day,0,4,4,1.61,0.88
Ascahiriand,province,night,55,Rats,herbivores,all-day,0,4,4,1.61,0.88
Ascahiriand,province,night,55,Sea Captain Sailor,elves,all-day,0,4,4,1.61,0.88
Ascahiriand,province,night,55,Sheep,herbivores,all-day,0,4,4,1.61,0.88
Ascahiriand,province,night,55,Squirrels,other_animals,day,0,5,4,1.61,0.88
Ascahiriand,province,night,55,Waterfowl,flying_animals,day,0,5,4,1.61,0.88
Ascahiriand,province,night,55,Brigands & Outlaws,humans,all-day,3,3,3,1,0.55
Ascahiriand,province,night,55,Crows,flying_animals,day,0,4,3,1,0.55
Ascahiriand,province,night,55,Elven Loremaster,elves,all-day,0,3,3,1,0.55
Ascahiriand,province,night,55,Fish,water_animals,all-day,0,3,3,1,0.55
Ascahiriand,province,night,55,Hobbit Wanderer,hobbits,all-day,0,3,3,1,0.55
Ascahiriand,province,night,55,Hornets,insects,day,1,4,3,1,0.55
Ascahiriand,province,night,55,Merchants & Traders,humans,day,0,4,3,1,0.55
Ascahiriand,province,night,55,Wild Bees,insects,day,1,4,3,1,0.55
Ascahiriand,province,night,55,Dwarf Merchant,dwarves,day,0,3,2,0.63,0.34
Ascahiriand,province,night,55,Natural Hazards,hazards,all-day,2,2,2,0.63,0.34
Ascahiriand,province,night,55,Rabbits,herbivores,all-day,0,2,2,0.63,0.34
Ascahiriand,province,night,55,Renegade Elf,elves,all-day,2,2,2,0.63,0.34
Ascahiriand,province,night,55,Crebain,flying_animals,day,0,2,1,0.39,0.22
Belegaer sea,province,morning,55,Fisheries,resources,day,0,7,8,12.47,6.86
Belegaer sea,province,morning,55,Birds,flying_animals,day,0,5,6,4.87,2.68
Belegaer sea,province,morning,55,Elves of Mithlond,elves,all-day,0,6,6,4.87,2.68
Belegaer sea,province,morning,55,Foxes,carnivores,all-day,1,6,6,4.87,2.68
Belegaer sea,province,morning,55,Hunting Lizard,reptiles,day,2,5,6,4.87,2.68
Belegaer sea,province,morning,55,Natural Hazards,hazards,all-day,2,6,6,4.87,2.68
Belegaer sea,province,morning,55,Waterfowl,flying_animals,day,0,5,6,4.87,2.68
Belegaer sea,province,morning,55,Common Folk,humans,all-day,0,5,5,3.04,1.67
Belegaer sea,province,morning,55,Crows,flying_animals,day,0,4,5,3.04,1.67
Belegaer sea,province,morning,55,Fish,water_animals,all-day,0,5,5,3.04,1.67
Belegaer sea,province,morning,55,Merchaithrais,water_animals,all-day,0,5,5,3.04,1.67
Belegaer sea,province,morning,55,Military Unit,humans,all-day,1,5,5,3.04,1.67
Belegaer sea,province,morning,55,Rabbits,herbivores,all-day,0,5,5,3.04,1.67
Belegaer sea,province,morning,55,Brigands & Outlaws,humans,all-day,3,4,4,1.9,1.05
Belegaer sea,province,morning,55,Corsairs,humans,all-day,3,4,4,1.9,1.05
Belegaer sea,province,morning,55,Demon Whales,water_creatures,all-day,5,4,4,1.9,1.05
Belegaer sea,province,morning,55,Haradrim,humans,all-day,0,4,4,1.9,1.05
Belegaer sea,province,morning,55,Lamprey,water_animals,all-day,0,4,4,1.9,1.05
Belegaer sea,province,morning,55,Nímaeargyrth,water_animals,all-day,4,4,4,1.9,1.05
Belegaer sea,province,morning,55,Rats,herbivores,all-day,0,4,4,1.9,1.05
Belegaer sea,province,morning,55,Sea Crocodiles,reptiles,day,3,3,4,1.9,1.05
Belegaer sea,province,morning,55,Sea Eagles,flying_animals,day,0,3,4,1.9,1.05
Belegaer sea,province,morning,55,Smugglers,humans,all-day,3,4,4,1.9,1.05
Belegaer sea,province,morning,55,Snakes,reptiles,day,2,3,4,1.9,1.05
Belegaer sea,province,morning,55,Ulmodili,water_animals,all-day,0,4,4,1.9,1.05
Belegaer sea,province,morning,55,Water-Drakes,drakes,all-day,4,4,4,1.9,1.05
Belegaer sea,province,morning,55,Wild Animals,other_animals,all-day,0,4,4,1.9,1.05
Belegaer sea,province,morning,55,Carnantor,water_animals,day,4,2,3,1.19,0.65
Belegaer sea,province,morning,55,Cherethrynd,water_animals,all-day,0,3,3,1.19,0.65
Belegaer sea,province,morning,55,Rain-Drakes,drakes,all-day,4,3,3,1.19,0.65
Belegaer sea,province,morning,55,Travellers,humans,all-day,0,3,3,1.19,0.65
Belegaer sea,province,morning,55,Hornets,insects,day,1,1,2,0.74,0.41
Belegaer sea,province,morning,55,Merchants,humans,day,0,1,2,0.74,0.41
Belegaer sea,province,morning,55,Pirates,humans,all-day,3,2,2,0.74,0.41
Belegaer sea,province,morning,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.74,0.41
Belegaer sea,province,morning,55,Undead,undead,nocturnal,3,3,2,0.74,0.41
Belegaer sea,province,morning,55,Vessino Clams,water_animals,all-day,0,2,2,0.74,0.41
Belegaer sea,province,morning,55,Armed Patrol,humans,all-day,1,1,1,0.46,0.26
Belegaer sea,province,morning,55,Boars,other_animals,all-day,2,1,1,0.46,0.26
Belegaer sea,province,morning,55,Common Orcs,orcs,all-day,3,1,1,0.46,0.26
Belegaer sea,province,morning,55,Dunlendings,humans,all-day,1,1,1,0.46,0.26
Belegaer sea,province,morning,55,Elves,elves,all-day,0,1,1,0.46,0.26
Belegaer sea,province,morning,55,Goats,herbivores,all-day,0,1,1,0.46,0.26
Belegaer sea,province,morning,55,Nobles & Leaders,humans,all-day,0,1,1,0.46,0.26
Belegaer sea,province,morning,55,Spies,humans,all-day,2,1,1,0.46,0.26
Belegaer sea,province,morning,55,Wild Dogs,carnivores,all-day,2,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Fisheries,resources,day,0,7,8,12.47,6.86
Belegaer sea,province,afternoon,55,Birds,flying_animals,day,0,5,6,4.87,2.68
Belegaer sea,province,afternoon,55,Elves of Mithlond,elves,all-day,0,6,6,4.87,2.68
Belegaer sea,province,afternoon,55,Foxes,carnivores,all-day,1,6,6,4.87,2.68
Belegaer sea,province,afternoon,55,Hunting Lizard,reptiles,day,2,5,6,4.87,2.68
Belegaer sea,province,afternoon,55,Natural Hazards,hazards,all-day,2,6,6,4.87,2.68
Belegaer sea,province,afternoon,55,Waterfowl,flying_animals,day,0,5,6,4.87,2.68
Belegaer sea,province,afternoon,55,Common Folk,humans,all-day,0,5,5,3.04,1.67
Belegaer sea,province,afternoon,55,Crows,flying_animals,day,0,4,5,3.04,1.67
Belegaer sea,province,afternoon,55,Fish,water_animals,all-day,0,5,5,3.04,1.67
Belegaer sea,province,afternoon,55,Merchaithrais,water_animals,all-day,0,5,5,3.04,1.67
Belegaer sea,province,afternoon,55,Military Unit,humans,all-day,1,5,5,3.04,1.67
Belegaer sea,province,afternoon,55,Rabbits,herbivores,all-day,0,5,5,3.04,1.67
Belegaer sea,province,afternoon,55,Brigands & Outlaws,humans,all-day,3,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Corsairs,humans,all-day,3,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Demon Whales,water_creatures,all-day,5,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Haradrim,humans,all-day,0,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Lamprey,water_animals,all-day,0,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Nímaeargyrth,water_animals,all-day,4,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Rats,herbivores,all-day,0,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Sea Crocodiles,reptiles,day,3,3,4,1.9,1.05
Belegaer sea,province,afternoon,55,Sea Eagles,flying_animals,day,0,3,4,1.9,1.05
Belegaer sea,province,afternoon,55,Smugglers,humans,all-day,3,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Snakes,reptiles,day,2,3,4,1.9,1.05
Belegaer sea,province,afternoon,55,Ulmodili,water_animals,all-day,0,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Water-Drakes,drakes,all-day,4,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Wild Animals,other_animals,all-day,0,4,4,1.9,1.05
Belegaer sea,province,afternoon,55,Carnantor,water_animals,day,4,2,3,1.19,0.65
Belegaer sea,province,afternoon,55,Cherethrynd,water_animals,all-day,0,3,3,1.19,0.65
Belegaer sea,province,afternoon,55,Rain-Drakes,drakes,all-day,4,3,3,1.19,0.65
Belegaer sea,province,afternoon,55,Travellers,humans,all-day,0,3,3,1.19,0.65
Belegaer sea,province,afternoon,55,Hornets,insects,day,1,1,2,0.74,0.41
Belegaer sea,province,afternoon,55,Merchants,humans,day,0,1,2,0.74,0.41
Belegaer sea,province,afternoon,55,Pirates,humans,all-day,3,2,2,0.74,0.41
Belegaer sea,province,afternoon,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.74,0.41
Belegaer sea,province,afternoon,55,Undead,undead,nocturnal,3,3,2,0.74,0.41
Belegaer sea,province,afternoon,55,Vessino Clams,water_animals,all-day,0,2,2,0.74,0.41
Belegaer sea,province,afternoon,55,Armed Patrol,humans,all-day,1,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Boars,other_animals,all-day,2,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Common Orcs,orcs,all-day,3,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Dunlendings,humans,all-day,1,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Elves,elves,all-day,0,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Goats,herbivores,all-day,0,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Nobles & Leaders,humans,all-day,0,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Spies,humans,all-day,2,1,1,0.46,0.26
Belegaer sea,province,afternoon,55,Wild Dogs,carnivores,all-day,2,1,1,0.46,0.26
Belegaer sea,province,night,55,Elves of Mithlond,elves,all-day,0,6,6,6.24,3.43
Belegaer sea,province,night,55,Fisheries,resources,day,0,7,6,6.24,3.43
Belegaer sea,province,night,55,Foxes,carnivores,all-day,1,6,6,6.24,3.43
Belegaer sea,province,night,55,Natural Hazards,hazards,all-day,2,6,6,6.24,3.43
Belegaer sea,province,night,55,Common Folk,humans,all-day,0,5,5,3.9,2.15
Belegaer sea,province,night,55,Fish,water_animals,all-day,0,5,5,3.9,2.15
Belegaer sea,province,night,55,Merchaithrais,water_animals,all-day,0,5,5,3.9,2.15
Belegaer sea,province,night,55,Military Unit,humans,all-day,1,5,5,3.9,2.15
Belegaer sea,province,night,55,Rabbits,herbivores,all-day,0,5,5,3.9,2.15
Belegaer sea,province,night,55,Birds,flying_animals,day,0,5,4,2.44,1.34
Belegaer sea,province,night,55,Brigands & Outlaws,humans,all-day,3,4,4,2.44,1.34
Belegaer sea,province,night,55,Corsairs,humans,all-day,3,4,4,2.44,1.34
Belegaer sea,province,night,55,Demon Whales,water_creatures,all-day,5,4,4,2.44,1.34
Belegaer sea,province,night,55,Haradrim,humans,all-day,0,4,4,2.44,1.34
Belegaer sea,province,night,55,Hunting Lizard,reptiles,day,2,5,4,2.44,1.34
Belegaer sea,province,night,55,Lamprey,water_animals,all-day,0,4,4,2.44,1.34
Belegaer sea,province,night,55,Nímaeargyrth,water_animals,all-day,4,4,4,2.44,1.34
Belegaer sea,province,night,55,Rats,herbivores,all-day,0,4,4,2.44,1.34
Belegaer sea,province,night,55,Smugglers,humans,all-day,3,4,4,2.44,1.34
Belegaer sea,province,night,55,Ulmodili,water_animals,all-day,0,4,4,2.44,1.34
Belegaer sea,province,night,55,Undead,undead,nocturnal,3,3,4,2.44,1.34
Belegaer sea,province,night,55,Water-Drakes,drakes,all-day,4,4,4,2.44,1.34
Belegaer sea,province,night,55,Waterfowl,flying_animals,day,0,5,4,2.44,1.34
Belegaer sea,province,night,55,Wild Animals,other_animals,all-day,0,4,4,2.44,1.34
Belegaer sea,province,night,55,Cherethrynd,water_animals,all-day,0,3,3,1.52,0.84
Belegaer sea,province,night,55,Crows,flying_animals,day,0,4,3,1.52,0.84
Belegaer sea,province,night,55,Rain-Drakes,drakes,all-day,4,3,3,1.52,0.84
Belegaer sea,province,night,55,Travellers,humans,all-day,0,3,3,1.52,0.84
Belegaer sea,province,night,55,Pirates,humans,all-day,3,2,2,0.95,0.52
Belegaer sea,province,night,55,Sea Crocodiles,reptiles,day,3,3,2,0.95,0.52
Belegaer sea,province,night,55,Sea Eagles,flying_animals,day,0,3,2,0.95,0.52
Belegaer sea,province,night,55,Snakes,reptiles,day,2,3,2,0.95,0.52
Belegaer sea,province,night,55,Solitary Dwarf,dwarves,all-day,0,2,2,0.95,0.52
Belegaer sea,province,night,55,Vessino Clams,water_animals,all-day,0,2,2,0.95,0.52
Belegaer sea,province,night,55,Armed Patrol,humans,all-day,1,1,1,0.6,0.33
Belegaer sea,province,night,55,Boars,other_animals,all-day,2,1,1,0.6,0.33
Belegaer sea,province,night,55,Carnantor,water_animals,day,4,2,1,0.6,0.33
Belegaer sea,province,night,55,Common Orcs,orcs,all-day,3,1,1,0.6,0.33
Belegaer sea,province,night,55,Dunlendings,humans,all-day,1,1,1,0.6,0.33
Belegaer sea,province,night,55,Elves,elves,all-day,0,1,1,0.6,0.33
Belegaer sea,province,night,55,Goats,herbivores,all-day,0,1,1,0.6,0.33
Belegaer sea,province,night,55,Hornets,insects,day,1,1,1,0.6,0.33
Belegaer sea,province,night,55,Merchants,humans,day,0,1,1,0.6,0.33
Belegaer sea,province,night,55,Nobles & Leaders,humans,all-day,0,1,1,0.6,0.33
Belegaer sea,province,night,55,Spies,humans,all-day,2,1,1,0.6,0.33
Belegaer sea,province,night,55,Wild Dogs,carnivores,all-day,2,1,1,0.6,0.33
Bree,province,morning,55,Grain Fields,resources,day,0,7,8,7.73,4.25
Bree,province,morning,55,Sheep Pastures,resources,day,0,7,8,7.73,4.25
Bree,province,morning,55,Mines & Diggings,resources,all-day,0,7,7,4.83,2.66
Bree,province,morning,55,Bree-landers,humans,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Common Folk,humans,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Common Men,humans,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Dúnedain,humans,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Falathrim (Sea-elves),elves,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Fallohides (Forest Hobbits),hobbits,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Foxes,carnivores,all-day,1,6,6,3.02,1.66
Bree,province,morning,55,Harfoots (Common Hobbits),hobbits,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Hounds,carnivores,all-day,2,6,6,3.02,1.66
Bree,province,morning,55,Rivermen traders,humans,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Squirrels,other_animals,day,0,5,6,3.02,1.66
Bree,province,morning,55,Urban Men,humans,all-day,0,6,6,3.02,1.66
Bree,province,morning,55,Waterfowl,flying_animals,day,0,5,6,3.02,1.66
Bree,province,morning,55,Barrow Wights,undead,nocturnal,4,6,5,1.89,1.04
Bree,province,morning,55,Birds,flying_animals,day,0,4,5,1.89,1.04
Bree,province,morning,55,Crows,flying_animals,day,0,4,5,1.89,1.04
Bree,province,morning,55,Deer,herbivores,all-day,0,5,5,1.89,1.04
Bree,province,morning,55,Fish,water_animals,all-day,0,5,5,1.89,1.04
Bree,province,morning,55,Hares,herbivores,all-day,0,5,5,1.89,1.04
Bree,province,morning,55,Hornets,insects,day,1,4,5,1.89,1.04
Bree,province,morning,55,Rabbits,herbivores,all-day,0,5,5,1.89,1.04
Bree,province,morning,55,Rivermen,humans,all-day,0,5,5,1.89,1.04
Bree,province,morning,55,Wild Bees,insects,day,1,4,5,1.89,1.04
Bree,province,morning,55,Boars,other_animals,all-day,2,4,4,1.18,0.65
Bree,province,morning,55,Elk,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,morning,55,Goats,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,morning,55,Rats,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,morning,55,Sheep,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,morning,55,Travellers,humans,all-day,0,4,4,1.18,0.65
Bree,province,morning,55,Trolls,trolls,all-day,4,4,4,1.18,0.65
Bree,province,morning,55,Barrow Owls,flying_animals,nocturnal,0,4,3,0.74,0.41
Bree,province,morning,55,Bats,flying_animals,nocturnal,0,4,3,0.74,0.41
Bree,province,morning,55,Dunlendings,humans,all-day,1,3,3,0.74,0.41
Bree,province,morning,55,Easterlings,humans,all-day,3,3,3,0.74,0.41
Bree,province,morning,55,Merchants,humans,day,0,2,3,0.74,0.41
Bree,province,morning,55,Owls,flying_animals,nocturnal,0,4,3,0.74,0.41
Bree,province,morning,55,Ruins,sites,all-day,1,3,3,0.74,0.41
Bree,province,morning,55,Snakes,reptiles,day,2,2,3,0.74,0.41
Bree,province,morning,55,Spies,humans,all-day,2,3,3,0.74,0.41
Bree,province,morning,55,Wandering Company,humans,all-day,0,3,3,0.74,0.41
Bree,province,morning,55,Wild Hobbits,hobbits,all-day,0,3,3,0.74,0.41
Bree,province,morning,55,Armed Patrol,humans,all-day,1,2,2,0.46,0.25
Bree,province,morning,55,Brigands & Outlaws,humans,all-day,3,2,2,0.46,0.25
Bree,province,morning,55,Common Orcs,orcs,all-day,3,2,2,0.46,0.25
Bree,province,morning,55,Elves,elves,all-day,0,2,2,0.46,0.25
Bree,province,morning,55,Grazing Animals,herbivores,all-day,0,2,2,0.46,0.25
Bree,province,morning,55,Lions,carnivores,all-day,3,2,2,0.46,0.25
Bree,province,morning,55,Thieves & Smugglers,humans,all-day,3,2,2,0.46,0.25
Bree,province,morning,55,Bears,carnivores,all-day,2,1,1,0.29,0.16
Bree,province,morning,55,Dwarves,dwarves,all-day,0,1,1,0.29,0.16
Bree,province,morning,55,Military Unit,humans,all-day,1,1,1,0.29,0.16
Bree,province,morning,55,Natural Hazards,hazards,all-day,2,1,1,0.29,0.16
Bree,province,morning,55,Nobles & Leaders,humans,all-day,0,1,1,0.29,0.16
Bree,province,morning,55,Northmen,humans,all-day,0,1,1,0.29,0.16
Bree,province,morning,55,Wolves,carnivores,all-day,2,1,1,0.29,0.16
Bree,province,afternoon,55,Grain Fields,resources,day,0,7,8,7.73,4.25
Bree,province,afternoon,55,Sheep Pastures,resources,day,0,7,8,7.73,4.25
Bree,province,afternoon,55,Mines & Diggings,resources,all-day,0,7,7,4.83,2.66
Bree,province,afternoon,55,Bree-landers,humans,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Common Folk,humans,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Common Men,humans,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Dúnedain,humans,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Falathrim (Sea-elves),elves,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Fallohides (Forest Hobbits),hobbits,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Foxes,carnivores,all-day,1,6,6,3.02,1.66
Bree,province,afternoon,55,Harfoots (Common Hobbits),hobbits,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Hounds,carnivores,all-day,2,6,6,3.02,1.66
Bree,province,afternoon,55,Rivermen traders,humans,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Squirrels,other_animals,day,0,5,6,3.02,1.66
Bree,province,afternoon,55,Urban Men,humans,all-day,0,6,6,3.02,1.66
Bree,province,afternoon,55,Waterfowl,flying_animals,day,0,5,6,3.02,1.66
Bree,province,afternoon,55,Barrow Wights,undead,nocturnal,4,6,5,1.89,1.04
Bree,province,afternoon,55,Birds,flying_animals,day,0,4,5,1.89,1.04
Bree,province,afternoon,55,Crows,flying_animals,day,0,4,5,1.89,1.04
Bree,province,afternoon,55,Deer,herbivores,all-day,0,5,5,1.89,1.04
Bree,province,afternoon,55,Fish,water_animals,all-day,0,5,5,1.89,1.04
Bree,province,afternoon,55,Hares,herbivores,all-day,0,5,5,1.89,1.04
Bree,province,afternoon,55,Hornets,insects,day,1,4,5,1.89,1.04
Bree,province,afternoon,55,Rabbits,herbivores,all-day,0,5,5,1.89,1.04
Bree,province,afternoon,55,Rivermen,humans,all-day,0,5,5,1.89,1.04
Bree,province,afternoon,55,Wild Bees,insects,day,1,4,5,1.89,1.04
Bree,province,afternoon,55,Boars,other_animals,all-day,2,4,4,1.18,0.65
Bree,province,afternoon,55,Elk,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,afternoon,55,Goats,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,afternoon,55,Rats,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,afternoon,55,Sheep,herbivores,all-day,0,4,4,1.18,0.65
Bree,province,afternoon,55,Travellers,humans,all-day,0,4,4,1.18,0.65
Bree,province,afternoon,55,Trolls,trolls,all-day,4,4,4,1.18,0.65
Bree,province,afternoon,55,Barrow Owls,flying_animals,nocturnal,0,4,3,0.74,0.41
Bree,province,afternoon,55,Bats,flying_animals,nocturnal,0,4,3,0.74,0.41
Bree,province,afternoon,55,Dunlendings,humans,all-day,1,3,3,0.74,0.41
Bree,province,afternoon,55,Easterlings,humans,all-day,3,3,3,0.74,0.41
Bree,province,afternoon,55,Merchants,humans,day,0,2,3,0.74,0.41
Bree,province,afternoon,55,Owls,flying_animals,nocturnal,0,4,3,0.74,0.41
Bree,province,afternoon,55,Ruins,sites,all-day,1,3,3,0.74,0.41
Bree,province,afternoon,55,Snakes,reptiles,day,2,2,3,0.74,0.41
Bree,province,afternoon,55,Spies,humans,all-day,2,3,3,0.74,0.41
Bree,province,afternoon,55,Wandering Company,humans,all-day,0,3,3,0.74,0.41
Bree,province,afternoon,55,Wild Hobbits,hobbits,all-day,0,3,3,0.74,0.41
Bree,province,afternoon,55,Armed Patrol,humans,all-day,1,2,2,0.46,0.25
Bree,province,afternoon,55,Brigands & Outlaws,humans,all-day,3,2,2,0.46,0.25
Bree,province,afternoon,55,Common Orcs,orcs,all-day,3,2,2,0.46,0.25
Bree,province,afternoon,55,Elves,elves,all-day,0,2,2,0.46,0.25
Bree,province,afternoon,55,Grazing Animals,herbivores,all-day,0,2,2,0.46,0.25
Bree,province,afternoon,55,Lions,carnivores,all-day,3,2,2,0.46,0.25
Bree,province,afternoon,55,Thieves & Smugglers,humans,all-day,3,2,2,0.46,0.25
Bree,province,afternoon,55,Bears,carnivores,all-day,2,1,1,0.29,0.16
Bree,province,afternoon,55,Dwarves,dwarves,all-day,0,1,1,0.29,0.16
Bree,province,afternoon,55,Military Unit,humans,all-day,1,1,1,0.29,0.16
Bree,province,afternoon,55,Natural Hazards,hazards,all-day,2,1,1,0.29,0.16
Bree,province,afternoon,55,Nobles & Leaders,humans,all-day,0,1,1,0.29,0.16
Bree,province,afternoon,55,Northmen,humans,all-day,0,1,1,0.29,0.16
Bree,province,afternoon,55,Wolves,carnivores,all-day,2,1,1,0.29,0.16
