id,external_id,name,location_type,population,description,region,image_url,created_at,updated_at,geom,inhabitants,url_path,slug
1143,,Ostigrurth,fortress,2560.0,Built by Sauron in the mid-Second Age.. Control of traffic in the Den Nurn; the manufacture of finished products; small-scale trade.. Ostigurth is situated at the head of a small canyon on the southern edge of Gorgoroth.,,,2026-06-02 19:01:10.159142,2026-06-02 19:01:10.159142,0101000020E61000007813FF1122E03640C3D9FB981B7D4540,"40% Orc, 40% Haradan, 15% Easterling, 5% Troll",assets/locations,ostigrurth_1143
1145,,Cirith Gorgor,point of interest,,"Cirith Gorgor (S. ""Haunted Pass"") was a high pass where the mountain ranges of the Ered Lithui and Ephel Dúath met in the far north-western corner of Mordor. The pass opened out into the mountain vale of Udûn, and was guarded from the beginning of the Third Age by the Towers of the Teeth. When Sauron returned to Mordor c. TA 2951 the Morannon was rebuilt across the Pass.",,,2026-06-02 19:02:34.9963,2026-06-02 19:02:34.9963,0101000020E6100000EA1C52D0EC453340EE9445546CA44640,,assets/locations,cirith_gorgor_1145
1147,,Núrumurl,town,,"A town in the Mordor borderlands or Nurn region, its character shaped by proximity to the dark power of that land. Life here is hard and closely controlled.",,,2026-06-02 19:05:20.645588,2026-06-02 19:05:20.645588,0101000020E61000008DEE564EE41535409385BF013C464440,,assets/locations,n_rumurl_1147
1151,,Barad Formen,tower,,"A tower of the northern Shire or Arthedain region, its function as a beacon or garrison post defining its character. A plain stone structure on elevated ground.",,,2026-06-02 19:10:09.968681,2026-06-02 19:10:09.968681,0101000020E61000008A5605027B67F73FECEBC211496B4B40,,assets/locations,barad_formen_1151
476,25d3ae62f10cbc7919506ae65fd7dd2c,Athrad Poros,town,450.0,"The ford settlement of Athrad Poros was an important stop on the land trade route south. It began as a military garrison protecting the border between the nascent Kingdom-in-Exile and the Umbarean sphere of influence. When the Harnen Corridor opened, Athrad Poros became a critical juncture for trade with Near Harad and Khand.",,,2026-04-09 19:20:51.670563,2026-04-09 19:20:51.670563,0101000020E61000002BDCF2919420324073672618CE2D4440,,assets/locations,athrad_poros_476
1137,,Barad Wath,castle,,"Gondor began construction on the tower after the fall of Sauron, but abandoned it to conserve resources.. Monitoring traffic between Nurn and Gorgoroth.. The tower rests high in the Eregwath, providing a view for many leagues in many directions.",,,2026-06-02 16:42:35.351112,2026-06-02 16:42:35.351112,0101000020E6100000EEEDEAC1FB7435409C6EC5FE08394540,Orcs (?),assets/locations,barad_wath_1137
481,2cfbecb372b043aee8f642cd6a7b86ed,Car Gaul,manor,30.0,"A freehold estate in the County of Nan Lefnui, on the lower Lefnui. It is the property of the Bannor family, who farm the surrounding fields and pastures of this remote corner of Gondor's western frontier. The manor house is a solid stone farmstead with a small courtyard and stableyard.",,,2026-04-09 19:20:51.671505,2026-04-09 19:20:51.671505,0101000020E6100000C2F693313ECCF83F0A2B155454014540,,assets/locations,car_gaul_481
450,0ad87f9426e41d0331a292db56e11def,Cair Andros,fortress,560.0,"Cair Andros (S. Ship of Long Foam) was an island fortress on the River Anduin, roughly forty miles north of Osgiliath. Shaped like a great ship with a high rocky prow pointing north, it was fortified by Steward Túrin II to protect Anórien from enemy crossings. It served as a vital northern bulwark of Gondor against Mordor throughout the late Third Age.",,,2026-04-09 19:20:51.662107,2026-04-09 19:20:51.662107,0101000020E6100000E3E0D231E7CD31402EA9DA6E820F4640,Gondor,assets/locations,cair_andros_450
1149,,Carondor,castle,,,,,2026-06-02 19:10:09.968681,2026-06-02 19:10:09.968681,0101000020E61000004AB1734F07460A40B5E5AD62183B4B40,,assets/locations,carondor_1149
1150,,Minas Foros,castle,,,,,2026-06-02 19:10:09.968681,2026-06-02 19:10:09.968681,0101000020E6100000F9A670B6B819F13F5CD75AF665734B40,,assets/locations,minas_foros_1150
480,2ca07fa0e4327709a553cdaef455adce,Tir Feren,castle,80.0,"A Gondorian castle overlooking Parth Feren in the westernmost Pinnath Gelin. Built of local stone, it commands the beechwood hills that give it its name ('Beech-ward'). A small garrison and the lord's household maintain the castle; the surrounding parkland of old beeches is peaceful in summer but exposed to the sea-wind in winter.",,,2026-04-09 19:20:51.671355,2026-04-09 19:20:51.671355,0101000020E6100000018A912573EC0540252026E142C64440,Gondor,assets/locations,tir_feren_480
874,26423f24ed502b4bcd43f6bb8c4fbfe5,Newbury,town,,"A Buckland village, the only one set inland from the Brandywine. Before the completion of the High Hay, it occupied a fortified hilltop; the old tower has since been taken down. Today Newbury is a comfortable Hobbit settlement centred on Gorbuck Hall, delved into the hillside. The Hall keeps some almost-forgotten rooms as a Mathom House for relics of the wars against the Old Forest — old weapons, flame-arrows, and mouldy tomes. One or two Gorbucks in every generation study these things quietly, just in case.",,,2026-05-13 04:23:50.49897,2026-05-13 04:23:50.49897,0101000020E6100000F83FBB12165DBC3FFF535A9C02B94940,,assets/locations,newbury_874
497,3d50c595ccaa0ae4f93d96ce0dd050c6,Eredimar,village,92.0,"Eredimar (S. Mountain Home) lay at the foot of the Ered Luin within the valley of Imladorn (S. The Wooded Valley). Despite housing fewer than 100 people, it was remarkable for its cultural diversity — Hobbits, Dwarves, Elves, and Men had all settled here at various times. Sulfur springs nearby gave Eredimar renown as a place of healing, and three well-maintained lodges welcomed travelers.",,,2026-04-09 19:20:51.674261,2026-04-09 19:20:51.674261,0101000020E610000028B517D176CC1CC08E5C37A5BC484A40,"Silvan Elves, Dwarves, Men, Hobbits",assets/locations,eredimar_497
498,3d84453a5c46f62464fcb2edc61b25e1,Filimer,ruins,,Ruined city.,,,2026-04-09 19:20:51.674504,2026-04-09 19:20:51.674504,0101000020E6100000A08CF161F622104019E8DA17D0BF4840,,assets/locations,filimer_498
499,3df2661c13cb9ec080b86da4f7a5298b,Bar Irlossiel,ruins,,"Ruined castle. Barad Perinluoss, commonly known as the Silent Castle, was an ancient Elven refuge in southern Sîrgala — an independent community of Wood-Elves and Arthadan religious refugees who pledged fealty to a half-Elf known as Iralussiel the Tranquil. Iralussiel died mysteriously around the 11th or 12th century T.A., and the shelter became eerily peaceful thereafter.",,,2026-04-09 19:20:51.674775,2026-04-09 19:20:51.674775,0101000020E610000024EEB1F4A1CBFDBF24EEB1F4A1194940,,assets/locations,bar_irlossiel_499
501,4291252739bbc7141616918bcaba22ad,Nan i Naugrim,dwarven mine,430.0,"The greatest mine of Nan-i-Naugrim and the capital of the Broadbeam Dwarves since the Second Age. By the mid-Third Age, Edennogrod — the largely ruined Khazad above Nan-i-Naugrim — stood as a shadow of its former self. At the end of the Third Age it was ruled by the feudal lord Grár, who held the honorary title Mountain King among the Shire-folk.",,,2026-04-09 19:20:51.675164,2026-04-09 19:20:51.675164,0101000020E610000024B6BB07E86E1CC0A08CF161F6504B40,,assets/locations,nan_i_naugrim_501
1175,,Amrûnaur,fortress,180.0,Established circa S.A. 3420 by Prince Edhelion.. Security for the pass through central Dor-en-Ernil; control of the local Dunnish population.. The castle rises from a rocky shelf projecting from the mountain named Thoredarb by the Eredrim. Strategically placed lightning rods protect the fortress during the thunderstorms that frequent the pass.,,,2026-06-09 01:08:17.253923,2026-06-09 01:08:17.253923,,100% Gondorian,assets/locations,amr_naur_1175
1184,,Bar Lithyrn,village,1000.0,"Founded by Gondorian commercial interests in T.A. 1590.. Extraction of mineral ores from northern Ered Lithui.. Most of the inhabitants are local Donaen lured to the mountains by the prospect of wealth. Their Dúnadan lords mine silver here for Gondor's treasuries. The town suffers from isolation, and the population shrinks each year as the silver veins dry up.",,,2026-06-09 01:08:17.259189,2026-06-09 01:08:17.259189,,"70% Donaen, 30% Gondorian",assets/locations,bar_lithyrn_1184
634,f535f1f9c5a9cc4092a0e881020a584b,Dunmardo,town,111.0,"A small Gondorian town or large village in central Anórien, seat of the county and ancestral holding of the noble family of the same name. Its Sindarin name means 'West-settlement'. Stone houses, a manor and a small market characterise this orderly provincial settlement.",,,2026-04-09 19:20:51.69866,2026-04-09 19:20:51.69866,0101000020E6100000435376FA417530403E7B2E53931E4640,,assets/locations,dunmardo_634
505,443fc38145c4ef1c1899d04d3d02ce4d,Bar Adorn,town,600.0,"Bar Adorn was a settlement on the River Adorn near the western borders of Rohan, serving as a minor trading post between the Rohirrim and the Dunlendings of the region.",,,2026-04-09 19:20:51.675863,2026-04-09 19:20:51.675863,0101000020E610000048A98427F41A0B40EC1681B1BE0B4740,,assets/locations,bar_adorn_505
506,46d9ea208b4d78d838a35cbfe57ccc5f,Saerthondost,fortress,200.0,"Saerthondost was one of two Dúnedain strongholds protecting Pinnath Gelin and Nan Lefnui from the wilds of Hairaverkien. Located on the north bank of the Lefnui where the river turned sharply northwest, it was named for the nearby swamps rich in shepherd's herbs. A lighthouse tower linked it to its sister fortress Pinnornost to the northeast; it was founded in T.A. 823 and abandoned in T.A. 2157.",,,2026-04-09 19:20:51.676013,2026-04-09 19:20:51.676013,0101000020E6100000EB39E97DE34B0A40FCABC77DAB3B4540,Gondor,assets/locations,saerthondost_506
508,481a34f0a4593aa08c7b358c62091a35,Adavalinda,village,140.0,"A small village on the eastern bank of the Lefnui, where the river meets the Rámanen confluence. It serves as a staging point for travellers seeking to cross the White Mountains via the Cirith Iaur, some forty miles to the northwest. A ferry here is the last easy crossing before the river narrows to flat-bottomed-boat country upstream. Stone and timber houses cluster around the landing, their occupants largely dependent on guiding travellers and working the river.",,,2026-04-09 19:20:51.67631,2026-04-09 19:20:51.67631,0101000020E6100000B66455849B0CF63FA5BC564277F14440,,assets/locations,adavalinda_508
510,48d6956a9e549bdf8867e069a7424d2c,Thingastathbaurg,town,150.0,"A village of the Woodmen in the Upper Anduin Vales, the name meaning 'Assembly-Place Fort' in Rhovanion. Its timber longhouses and stockaded hall sit in a forest clearing; the Woodmen here are sturdy folk who live by hunting, forestry and small farming. The great trees of Mirkwood are close by; the village is self-reliant and watchful.",,,2026-04-09 19:20:51.676663,2026-04-09 19:20:51.676663,0101000020E610000076FBAC3253722B405340DAFF008D4A40,Woodmen,assets/locations,thingastathbaurg_510
610,cba3c1d32999386b7650ada2d73f473c,Dol Guldur,fortress,250.0,"Delved by Dwarves until the middle of the Second Age, occupied by the Necromancer around the year T.A. 1050.. Defense against enemies of the Necromancer; a breeding ground for Orcs and Trolls.. Amon Lanc is an extinct cinder cone in southwestern Mirkwood.",,,2026-04-09 19:20:51.694336,2026-04-09 19:20:51.694336,0101000020E6100000D89FC4E74EA02F402E04392861B04840,"90% Orcish, 5% Troll, 5% Other",assets/locations,dol_guldur_610
1202,,Creb Durga,fortress,210.0,Claimed by the Warlord in T.A. 1637.. A strong and secret base of operations in central Cardolan for the raids of the Warlord.. The Warlord's Trolls carved their base out of a craggy hill about seventy miles north of Sudúri.,,,2026-06-09 01:08:28.079503,2026-06-09 01:08:28.079503,,"20% Troll, 80% Mixed Mannish",assets/locations,creb_durga_1202
883,b3a13760464ed8b72113797943230c76,Whitwell,town,,"A small Hobbit village near Tuckborough in the Shire, known for its good wells and its quiet lanes. Taken over by the Tooks around T.A. 1620 and briefly notorious when residents started charging road tolls and detained a King's Messenger — a stiff fine settled the matter. Paladin Took owns farmland here. The village is small and amiable, though Tooks from Whitwell are reportedly not always welcome at certain fords since the toll incident.",,,2026-05-13 04:41:07.022282,2026-05-13 04:41:07.022282,0101000020E610000009BB4249EE23FABFBFF233E91CAB4940,,assets/locations,whitwell_883
1174,,Aglarond,cavern,20.0,First used as a refuge by Númenóreans c. S.A. 3331.. Refuge and storehouse for the garrison at Ostiras.. A system of extensive caverns in the northern slopes of the White Mountains. An untapped wealth of gems here serves as an emergency financial reserve for Gondor's Kings.,,,2026-06-09 01:08:17.228615,2026-06-09 01:08:17.228615,,100% Gondorian (Dúnadan),assets/locations,aglarond_1174
591,b74257edfb64f85fb7085dc04ae70782,Dol Amroth,city,0.0,The name given Lond Ernil after the death of King Amroth of Lórien in T.A. 1981.. Seat for the Prince of Dor-en-Ernil; harbors and building yards for Gondor's navy.. The name given Lond Ernil after the death of King Amroth of Lórien in T.A. 1981.,,,2026-04-09 19:20:51.690511,2026-04-09 19:20:51.690511,0101000020E61000004563EDEF6C172240DACA4BFE27AF4440,"90% Gondorian, 10% Mixed Mannish",assets/locations,dol_amroth_591
625,e743898b5429b1759f42f3eeedf353a1,Moria,dwarven mine,60000.0,Founded by Durin the Deathless in the First Age.. Exploitation of mineral resources in the central Hithaeglir.. Moria is a Dwarven city delved beneath three peaks in the central Misty Mountains.,,,2026-04-09 19:20:51.69698,2026-04-09 19:20:51.69698,0101000020E6100000B2497EC4AF582240707841446A904840,100% Naugrim,assets/locations,moria_625
449,0a4b4faabc031f6513c920b1a7889659,Frogmorton,village,230.0,"Settled during migration to Shire, T.A. 1601-1610.. A market town for local farmers.. The town's central location on the Great East Road makes it an ideal spot for regional gatherings.",,,2026-04-09 19:20:51.661534,2026-04-09 19:20:51.661534,0101000020E6100000E19524CFF57DE1BFD95DA0A4C0C64940,"60% Harfoot, 30% Fallohide, 10% Stoor",assets/locations,frogmorton_449
451,0b2e6a36edcefc06e5f110a065fd8a4b,Beldwin,castle,475.0,"First settled by the Dúnedain, circa T.A. 750.. A stable base of administration in the northern Westmarch.. Beldwin lies just south of the River Isen, near an ancient, still used, bridge built by the Dúnedain in days of old.",,,2026-04-09 19:20:51.662489,2026-04-09 19:20:51.662489,0101000020E610000012F758FAD0551A4076C075C58C084740,"60% Dunman, 40% Dúnadan",assets/locations,beldwin_451
1099,,Cillien,village,145.0,"Settled during Dunnish migrations, T.A. 50-300.. A regional focal point for the scattered Dunnish families of Clan Eogbann; a center for healing.. Cillien is home to a Healer's Hall that serves all of the people in the region.",,,2026-06-02 16:26:31.032324,2026-06-02 16:26:31.032324,0101000020E6100000C33121B58FCB1B4091976614A9244840,100% Dunman,assets/locations,cillien_1099
1091,,Kuska,village,390.0,Founded by Angmar soon after T.A. 1300.. Provisioning the fortress at Morkai.. Kuska is located in the Angmar Gap three miles west of Barad Morkai.,,,2026-06-02 16:03:51.30775,2026-06-02 16:03:51.30775,0101000020E6100000FC734E4412151A4013FA330744864B40,"100% Angmarean (Mixed Mannish: Dunnish, Brygath Easterling, Estaravë)",assets/locations,kuska_1091
504,440c871cf631fbad125559f4e3d7fcea,Minas Girithlin,castle,60.0,Built by Lord of Girithlin around T.A. 590.. Ancestral home of the Princes of Dol Girithlin; domination of the surrounding countryside.. The castle is sturdy and has withstood many a siege.,,,2026-04-09 19:20:51.67571,2026-04-09 19:20:51.67571,0101000020E610000033A5F5B7040005C014B1886187614840,"70% Cardolani, 20% Eriadoran, 10% Dunnish",assets/locations,minas_girithlin_504
523,5cbba5e7606045d742bbfc0cd65aa0b1,Culwic,village,400.0,"Culwic, originally known as Himtil or Himobel (S. Chill Village) and later as Colwich, was a small town in western Arthedain on the Little Lune, just north of the borders of Dor Lelvin and Lindon. Its mixed population of Men and Dwarves supported the dwarven settlements to the north through industry and agriculture.",,,2026-04-09 19:20:51.679154,2026-04-09 19:20:51.679154,0101000020E610000065FB90B75CCD19C031957EC2D9F74A40,"Gondor, Dwarves",assets/locations,culwic_523
513,4a24da5b5ac1a6c3fb9cdd15d503819f,Vidusbaurg,town,520.0,"Buhr Widu, situated near the small Forest Lake, retained some of the royal splendor of the days of Vidugavia. The Grammuz princes who ruled it after the Plague lacked the strength to restore its former glory. Like most Northman villages on the plains, it consisted of long wooden and thatched houses defended by an earthen wall and sturdy wooden towers.",,,2026-04-09 19:20:51.677305,2026-04-09 19:20:51.677305,0101000020E610000007F01648504C3440E7012CF2EB334940,Northmen,assets/locations,vidusbaurg_513
514,4be9468f854fa8a1dcb64764ace32902,Morkai,castle,1000.0,Built by the Witch-king soon after T.A. 1300.. Monitoring post for traffic entering and leaving the Nan Angmar; a base for raids against Arthedain.. Barad Morkai rises from the top of a granite bluff looming over the Angmar Road.,,,2026-04-09 19:20:51.677533,2026-04-09 19:20:51.677533,0101000020E61000000569C6A2E96C1A408FC4CBD3B9884B40,100% Angmarean (Mixed Mannish),assets/locations,morkai_514
452,0d1123b21ecdf4915a1414dfbdc79bd8,Minas Thonfalon,ruins,0.0,"Constructed on orders of King Tarcil of Arnor, T.A. 503.. Surveillance of traffic along the coast of the Rast Vorn.. The ruin is located amidst the 'Bog Coast,' and its foundations are slowly sinking in the waterlogged ground.",,,2026-04-09 19:20:51.662844,2026-04-09 19:20:51.662844,0101000020E6100000F702B342918E0DC033DFC14F1CB64740,,assets/locations,minas_thonfalon_452
517,556e0b805bb4afe0be501c6fb7924f5e,Bar Morthil,point of interest,,"A royal estate at the westernmost tip of Andrast — the farthest habitation in all of Gondor. A single stone manor overlooks the sheer sea-cliffs of Ras Morthil, where the ocean crashes hundreds of feet below. The estate is maintained year-round by a warden and servants; it faces west toward the open sea, built by the sons of Elendil as a memorial to drowned Númenór. Kings and Stewards sometimes come here for solitude. The only approach is by land along the Men Falas.",,,2026-04-09 19:20:51.678039,2026-04-09 19:20:51.678039,0101000020E6100000AD3594DA8B2809C0D5415E0F26A34340,Dúnedain,assets/locations,bar_morthil_517
1160,,Amrûnaur,fortress,180.0,Established circa S.A. 3420 by Prince Edhelion.. Security for the pass through central Dor-en-Ernil; control of the local Dunnish population.. The castle rises from a rocky shelf projecting from the mountain named Thoredarb by the Eredrim. Strategically placed lightning rods protect the fortress during the thunderstorms that frequent the pass.,,,2026-06-09 00:54:43.970709,2026-06-09 00:54:43.970709,,100% Gondorian,assets/locations,amr_naur_1160
1190,,Azanulinbar-dûm,dwarven mine,480.0,"First delved around T.A. 1000.. The exploitation of mineral wealth in the Emyn Angren.. Azanulinbar-dûm is the principal mansion of the Dwarves of the Iron Hills and the seat of Lord Fulla III. The halls of Azan serve as the homes, workshops, and mines of the Dwarves of Rhovanion. Few outsiders have seen the interior, which is rumored to be a stern beautiful place full of crystals carved by both Naugrim and water. Azan is but a splinter group of a distant House of Naugrim in the East about which little is known.",,,2026-06-09 01:08:28.070056,2026-06-09 01:08:28.070056,,100% Naugrim,assets/locations,azanulinbar_d_m_1190
521,59cf3830ff27cef7e73d05bbe03b3805,Guinnion,ruins,,Ruined village.,,,2026-04-09 19:20:51.678809,2026-04-09 19:20:51.678809,0101000020E6100000728C648F50B3F2BF471D1D5723B74740,,assets/locations,guinnion_521
522,5abbd6f333ee1250e91efc4a02013c02,Bodroth,city,0.0,"Bodroth was a city of Eketyar in Arthedain, situated on the northern shores of Lake Evendim about forty miles north of Annúminas. It had a population of roughly 4,900 in T.A. 250, but declined through the Third Age and was eventually abandoned, though it survived the fall of the last King by several generations.",,,2026-04-09 19:20:51.678962,2026-04-09 19:20:51.678962,0101000020E6100000E869C020E993F1BF006F8104C5A74A40,,assets/locations,bodroth_522
525,5ee93f5bc3e4001805d234e95a79657d,Cirith Dudhrandir,town,450.0,"Cirith Dudhrandir was the only major mountain pass through the Belfalas Peninsula and the only one with a paved road, making it strategically vital for Gondor's southern defenses. At 5,800 feet and over sixty miles east to west, it was guarded by the fortress of Naur Amrûn. The pass was named in S.A. 3400 when Edhelion of Eldalonde received Belfalas as a fief.",,,2026-04-09 19:20:51.679496,2026-04-09 19:20:51.679496,0101000020E6100000DC847B65DE5224400E66136058864440,,assets/locations,cirith_dudhrandir_525
454,0df0970789f98c362a31cfadb2b83153,Cathiel,ruins,,"Ruined city. Cathiel was a settlement of Ethir Gwathló in Cardolan, about seventy-five miles inland from the mouths of the Gwathló. It had a population of roughly 4,000 in T.A. 250, declining through the Third Age and finally abandoned by T.A. 1640.",,,2026-04-09 19:20:51.663731,2026-04-09 19:20:51.663731,0101000020E610000052D2C3D0EAE401C0965984622B904740,,assets/locations,cathiel_454
455,0fefd0115eb8dc430522a1ee0368e24e,Haerlond,point of interest,,"A small harbour village in Andrast, its modest dock serving ships damaged rounding the dangerous cape. Beneath the village's timber houses lie the buried ruins of an older Númenórean settlement, visible when the ground shifts. Sailors know Haerlond as a last refuge before the open sea; the villagers are skilled at patching hulls and provisioning vessels.",,,2026-04-09 19:20:51.664217,2026-04-09 19:20:51.664217,0101000020E610000012A27C410B49FE3F149337C0CC434440,,assets/locations,haerlond_455
1188,,Buhr Ailgra,fortified town,220.0,"Founded by Éothraim, circa T.A. 1380.. Defense against Easterling attacks, a trading center for Eothraim.. Buhr Ailgra is one of the few permanent settlements of the Eothraim, who follow the migrations of their herds through the plains of Rhovanion. The town is a simple settlement of thatch and turf houses surrounded by a stout earthen rampart.",,,2026-06-09 01:08:17.262567,2026-06-09 01:08:17.262567,,100% Northman,assets/locations,buhr_ailgra_1188
1182,,Barak-shathur,village,240.0,Founded by settlers from Azanulinbar-dûm c. T.A. 1490.. Exploitation of the mineral resources of the Iron Hills.. The Khuzdul name of the stronghold is thought to mean 'Axe Mountain' in the Westron.,,,2026-06-09 01:08:17.258312,2026-06-09 01:08:17.258312,,100% Naugrim,assets/locations,barak_shathur_1182
488,32ec88080dbad7aa7fa3312e02d2fd8e,Lond Daer,ruins,0.0,Established as a colony of Númenor by Aldarion in the ninth century of the Second Age.. A Númenórean haven on the shores of Endor.. Lond Daer was ruined by a cataclysmic tidal wave in S.A. 3319.,,,2026-04-09 19:20:51.672595,2026-04-09 19:20:51.672595,0101000020E6100000A8C4758C2B2EEDBF8FFF024180764740,,assets/locations,lond_daer_488
518,5782c24e1c9a90bd8ae93a0624d9e87d,Tilmendir,castle,140.0,"Built by Gondor, circa T.A. 991.. Surveillance of traffic passing from Westmarch to Anfalas; a show of authority for the local Dunnish tribes.. Tilmendir is located ten miles south of the town Derwath.",,,2026-04-09 19:20:51.678231,2026-04-09 19:20:51.678231,0101000020E6100000B80375CAA3DB18409259BDC3ED944640,"70% Gondorian, 30% Dunnish",assets/locations,tilmendir_518
1205,,Dundok,village,150.0,Occupied by Hobbits since at least T.A. 1360.. Agriculture.. The village is hidden within the drier reaches of the Gladden Fields.,,,2026-06-09 01:08:28.080444,2026-06-09 01:08:28.080444,,100% Stoor Hobbit,assets/locations,dundok_1205
530,6442aa8e9dbeb487c3a787e44786eb05,Iant Methed,point of interest,5.0,"Iant Methed (The Last Bridge) was built of stone with three great arches at the height of Arnorian power in T.A. 320. In the petty wars of Rhudaur the crossing was generally considered neutral ground. The Last Inn, long run by the Grumm family, stood nearby; just northwest lay the ruins of Dol Elerilde, stronghold of an old lord of Rhudaur.",,,2026-04-09 19:20:51.680454,2026-04-09 19:20:51.680454,0101000020E6100000A5BBEB6CC89F1A40B98B3045B9C04940,,assets/locations,iant_methed_530
531,650c99a437e0cce7a326674897da17d6,Laur Dunnen,town,420.0,"Larach Duhnnan lay on territory of Clan Feargan but the flow of foreign traffic made it a neutral ground for inter-tribal discussions and trade. It had no walls, relying on the nearby Feargan fortress for defense, and sat at one of the few accessible crossings of the Dunstrem, for which the clan lords charged a modest toll.",,,2026-04-09 19:20:51.68068,2026-04-09 19:20:51.68068,0101000020E6100000EA03C93B87521140E20511A969E14740,,assets/locations,laur_dunnen_531
458,13328700f334769383730b40c93d2add,Greenholm,town,310.0,"A quiet outpost in the middle Third Age, home to a few Arthadan families coexisting with nearby Elves who observed the comings and goings of mortals on behalf of the lords of the Grey Havens. One of the Elves, Sinda Calenlinn, was an expert herbalist fond of fermented grains.",,,2026-04-09 19:20:51.665507,2026-04-09 19:20:51.665507,0101000020E610000022179CC1DF0F0BC003B2D7BB3FB24940,"Humans, Hobbits, Silvan Elves",assets/locations,greenholm_458
459,1529023a68b193b8bf5fbe78196b3d6e,Enerond,ruins,5.0,"Ruined city. Enerond was a township of Brethyar in Arthedain, on the east bank of the Lune River. It had a population of about 5,100 in T.A. 250, declining through the Third Age until abandoned before its end.",,,2026-04-09 19:20:51.665942,2026-04-09 19:20:51.665942,0101000020E61000003AB2F2CB60CCF3BF506EDBF7A8794A40,,assets/locations,enerond_459
491,364708d6d5fa3c5222b7232ac0755ec8,Turonost,city,890.0,,,,2026-04-09 19:20:51.673099,2026-04-09 19:20:51.673099,0101000020E6100000F910548D5EDD27C07D2079E750844B40,Noldor,assets/locations,turonost_491
465,1978c4880d101efe741d9f6709199d4f,Eithel Thurin,town,620.0,"Founded by Gondorian army, circa T.A. 932.. Center for Gondorian control in Harondor; trading center for coastal traffic.. The town is frequently the target of raids from Umbar and hostile Haradrim.",,,2026-04-09 19:20:51.668303,2026-04-09 19:20:51.668303,0101000020E6100000A8902BF52C802B40354415FE0C974340,"40% Gondorian, 60% Haradan",assets/locations,eithel_thurin_465
1255,,Towers Of The Teeth,watchtower,340.0,"Begun by Gondor in T.A. 1.. Observation of traffic attempting to pass into or out of Mordor.. Two towers, Narchost and Carchost, built on either side of the Cirith Gorgor stand as a guard on Mordor.",,,2026-06-09 01:08:28.097343,2026-06-09 01:08:28.097343,,100% Gondorian,assets/locations,towers_of_the_teeth_1255
1161,,Andrath,ruins,0.0,"Founded circa T.A. 860 by Thorondur of Cardolan.. A center of regional administration; the seat of the Prince of Dol Tinare from T.A. 1410 to T.A. 1639.. Andrath has been ruined and rebuilt many times over the course of its history. Most recently, it was sacked by a Hillman party led by King Broggha of Rhudaur in 1639.",,,2026-06-09 00:54:43.971666,2026-06-09 00:54:43.971666,,,assets/locations,andrath_1161
1183,,Bar-en-tinnen,village,240.0,"Settled circa T.A. 1512.. Provision of inland communities with seafood; a trading center for local farmers.. Situated on the east bank of the Anduin, Bar-en-tinnen grew up around the mill on the Sir Tinnen.",,,2026-06-09 01:08:17.258784,2026-06-09 01:08:17.258784,,100% Gondorian,assets/locations,bar_en_tinnen_1183
571,97426ecfc7ddec460434e0391aa40aee,Onodrith,town,1100.0,"Grew around ferry in tenth century of the Third Age, granted a royal charter in T.A. 1240.. Small market town at crossing of River Entwash; a local administrative center.. Onodrith is a station for most of the river traffic to Gondor's northern and western provinces.",,,2026-04-09 19:20:51.687046,2026-04-09 19:20:51.687046,0101000020E61000008DF161F6B2DD2640C5C9FD0E45DD4640,"95% Gondorian, 5% Dunnish",assets/locations,onodrith_571
466,19f01cb59625b48166dd6ffef0991750,Minas Arthor,city,5000.0,"Minas Arthor, once the capital of Arnach, was situated at the crossings of the Erui, where a settlement had existed since the earliest chronicles. Founded at the beginning of the Third Age, it grew into the center of a prosperous agricultural district.",,,2026-04-09 19:20:51.668485,2026-04-09 19:20:51.668485,0101000020E6100000A94D9CDCEFC43040D87F9D9B363F4540,Gondor,assets/locations,minas_arthor_466
469,1c4692f658908ed6ebfc090f4b3ab0a5,Bar Astirian,manor,20.0,"Astorion Manor (S. Bâr Astorion) was the former home of House Astorion, a noble Gondorian family. It was situated on the outskirts of the Entwash Mouths, north of Min-Rimmon, where the family held extensive lands.",,,2026-04-09 19:20:51.669035,2026-04-09 19:20:51.669035,0101000020E61000006F83DA6FED342D40AF94658863834640,,assets/locations,bar_astirian_469
587,b2d97d738b6c8e1360c928f1f3978a23,Nothva Rhaglaw,town,840.0,"Founded by Broggha of Rhudaur in T.A. 1639.. A trading center; a military point of muster; local administration.. The only permanent Hillman town west of the Mitheithel, Nothva Rhaglaw is a trading center and a source of local justice.",,,2026-04-09 19:20:51.689828,2026-04-09 19:20:51.689828,0101000020E610000011E50B5A48E01740DD28B2D650744A40,"90% Hillman, 10% Dunnish",assets/locations,nothva_rhaglaw_587
471,221d7d6f3912b1b81ab7b3186ce88fb3,Gram,dwarven mine,1000.0,The Witch-King's servants erected this mountain fortress on the southern branch of the Misty Mountains forming the boundary of Nan Angmar. Gram was the most formidable Orc stronghold west of the mountains; no man had ever escaped its depths to give a coherent account of its interior.,,,2026-04-09 19:20:51.669591,2026-04-09 19:20:51.669591,0101000020E61000007380608E1EDF1E40D8463CD9CD384B40,Orcs,assets/locations,gram_471
