id,name,slug,type,active,danger,description,url_path,biomes,created_at,region_ids,tier,parent_id,probability_by_region
3ebb1f78-5a92-4b93-906f-bf14a89474d2,Barrow Owls,barrow_owls,flying_animals,nocturnal,0,"The Barrow Owl is a small, rare Owl which has taken to living in the open barrows and abandoned gopher tunnels of Eriador (especially in northern Cardolan). Nocturnal and exceedingly specialized, they are virtually blind when confronted with bright light (e.g., in day- or torchlight). This is important, for they startle easily and swarm like Bees when confronted with a potential foe. They carry numerous diseases, including rabies and lycanthresis, to which they are immune. (Normally 2nd-3rd level, the latter disease is a severe psychiatric infliction that affects victims in 110 days and leaves them with the false belief that they are wild animals.)",,{plains},2026-06-15 20:15:02.14116,"{59,61,86}",encounter,,"[{""region"": ""South Downs"", ""probability"": ""Very Hard""}, {""region"": ""Weather Hills"", ""probability"": ""Very Hard""}, {""region"": ""Bree"", ""probability"": ""Very Hard""}]"
0ee34cef-6cd3-4e9b-9ba7-1520a87689ce,Chamber Birds,chamber_birds,flying_animals,day,0,"White, mute, and almost blind, the odd, fungus-eating Chamber Bird is one of the many strange inhabitants of Moria. They seek out the fungus by their remarkable sense of smell (odd indeed for a bird) and note enemies by their inaudibly high cries, in the manner of bats. Their large, gaping beaks have serrated edges and their bluish talons are both sharp and strong. Totally herbivorous (primarily fungivorous), they rarely attack animals unless surprised or starving, though some instinct for meat seems to remain from a predacious ancestor.",,{cave},2026-06-15 20:15:02.142407,{71},encounter,,"[{""region"": ""Moria"", ""probability"": ""Extremely Hard""}]"
597fed89-f1f2-453d-9f90-06181c58d5dd,Green Asps,green_asps,insects,day,1,"The Green Asp is the only venomous serpent indigenous to Calenardhon (Rohan) and the northern White Mountains. It is a sociable creature (for a snake), making its home in as many as fifty of its fellows in empty Rabbit or Ground Squirrel burrows. On sunny days, the Asp community will come out to sun themselves en masse on the slopes near their subterranean home. Green Asps have dull green skin and are usually fat and torpid, with puffy poison glands below their eyes. They are considered unattractive even by those fond of serpents, and a fetid odor reminiscent of rotting strawberries does nothing to relieve this impression. The (5th lvl) bite is rarely fatal, but the area around the wound becomes necrotic, turning awful shades of violet and yellow-green before sloughing off, usually exposing the bone. In some cases (15% chance, modified by Co bonus) the injection may cause the entire limb to turn gangrenous and fall off; otherwise the victim will be incapacitated for 3-6 days with high fever and hallucinations.",,{mountains},2026-06-15 16:25:44.988887,"{1,2,5,6,7,62,63,87}",encounter,,"[{""region"": ""Dor Rhunen"", ""probability"": ""Very Hard""}, {""region"": ""Dorwinion"", ""probability"": ""Absurd""}, {""region"": ""Eothraim"", ""probability"": ""Very Hard""}, {""region"": ""Gramuz"", ""probability"": ""Absurd""}, {""region"": ""Parth Celebrant"", ""probability"": ""Sheer Folly""}, {""region"": ""Rohan"", ""probability"": ""Hard""}, {""region"": ""Wold"", ""probability"": ""Hard""}, {""region"": ""Anorien"", ""probability"": ""Hard""}]"
e11dd6c4-a361-4923-8033-cae26439dffd,Neekerbreekers,neekerbreekers,insects,day,1,"Noisy, cricketlike insects that are found in marshy areas in the northerly regions of Endor (e.g., Arthedain), Neekerbreekers are little more than a major nuisance. Their name is derived from their noisy, incessant night cry. Those experienced with and accustomed to travel in these regions soon learn to tolerate the sound of Neekerbreekers, but travellers carrying dried grains, flour, or waybread are well advised to keep these supplies tightly wrapped in areas where the hideous ""neek-breek, neek-breek!"" can be heard, since Neekerbreekers have been known to infest and devour such food. Neekerbreekers are found in particularly foul swamps. Gigantic relatives of the mosquito, these carnivores prefer solid meat. So, while it does not suck blood, a Neekerbreeker will appropriate small chunks of a man's flesh. Any wound inflicted by a Neekerbreeker has a chance of being infected with Yellow Rheum, a 0 level illness.",,{marsh},2026-06-15 16:25:44.988887,"{48,54,55,56,57,61,73,81}",encounter,,"[{""region"": ""Evendim Hills"", ""probability"": ""Light""}, {""region"": ""Fornost"", ""probability"": ""Extremely Hard""}, {""region"": ""Forochel"", ""probability"": ""Light""}, {""region"": ""Lone-lands"", ""probability"": ""Sheer Folly""}, {""region"": ""Numeriador"", ""probability"": ""Absurd""}, {""region"": ""Rammas Formen"", ""probability"": ""Sheer Folly""}, {""region"": ""Talath Muil"", ""probability"": ""Light""}, {""region"": ""Weather Hills"", ""probability"": ""Sheer Folly""}]"
fc7b9742-fbc4-4e1b-a5be-35cf0a53a58d,Blue Terrapins,blue_terrapins,insects,day,1,"Blue Terrapins (Q. ""Luinikrúmori""; sing. ""Luinikrúmor"") are only found in thickets or very dense, overgrown swamp areas. Their native home is Fangorn Forest. Small, their shells average 18"" across, but they have a 12"" neck. Thus, a Blue Terrapin can strike like a snake, delivering a 2nd level muscle poison (with a Critical Strike) that can paralyze a small mammal (up to 40 lbs). If it bites, it will paralyze the area or limb it penetrates, partially paralyzing one adjacent area. The poison wears off in 3 hours.",,"{marsh,forest}",2026-06-15 16:25:44.988887,{82},encounter,,"[{""region"": ""Fangorn"", ""probability"": ""Medium""}]"
eb66ddd3-e7b9-4c71-8e70-b2b135367b1d,Cliff Buzzards,cliff_buzzards,flying_animals,day,0,"The Cliff Buzzard is a large, black-feathered bird of the mountains. It builds its nest on inaccessible cliffs. Often several pairs will nest in the same area, behavior more typical of the Corvidae (crowlike birds) than of the Raptors (Hawks and so on). Cliff Buzzards exhibit a great deal of intelligence (for birds) and will cooperate in hunting. They will band together to mob some large creature and drive it over a cliff so that they may all feast together on the shattered body. Any wounded creature, no matter what its size, may be subject to the unwanted attentions of the Cliff Buzzards. They are most common on the southern slopes of the White Mountains.",,{mountains},2026-06-15 20:15:02.143277,"{11,13,19,24,35,39,44,45,46,50,66,68,69,76,80}",encounter,,"[{""region"": ""Angmar"", ""probability"": ""Absurd""}, {""region"": ""Central Anduin"", ""probability"": ""Absurd""}, {""region"": ""Central Misty Mountains"", ""probability"": ""Absurd""}, {""region"": ""Coldfells"", ""probability"": ""Sheer Folly""}, {""region"": ""En Udanoriath"", ""probability"": ""Sheer Folly""}, {""region"": ""Ettenmoors"", ""probability"": ""Sheer Folly""}, {""region"": ""Forovirian"", ""probability"": ""Absurd""}, {""region"": ""Iron Hills"", ""probability"": ""Sheer Folly""}, {""region"": ""North Misty Mountains"", ""probability"": ""Absurd""}, {""region"": ""Nurn"", ""probability"": ""Absurd""}, {""region"": ""Rivendell"", ""probability"": ""Sheer Folly""}, {""region"": ""Wilderness of Arnor"", ""probability"": ""Absurd""}, {""region"": ""Lamedon"", ""probability"": ""Medium""}, {""region"": ""Lebennin"", ""probability"": ""Medium""}, {""region"": ""Anfalas"", ""probability"": ""Medium""}]"
5f465085-1130-4763-ac25-16f95107e5d3,Ninfiara Wild Aurochs,ninfiara_wild_aurochs,herbivores,all-day,2,"Great wild oxen of the Ninfiara plains — massive, horned and formidable, untamed forebears of cattle. A charging bull is a peril to any hunter, and even wolves think twice before troubling a herd.",,,2026-06-10 13:23:21.790574,"{17,21}",encounter,,"[{""region"": ""Enedhwaith"", ""probability"": ""Absurd""}, {""region"": ""Rast Vorn"", ""probability"": ""Sheer Folly""}]"
4fde5e29-9bc7-4324-a4bf-615bcdbdc1ba,Orao,orao,flying_animals,day,0,"The Desert Orao is the principal native Eagle of Far Harad. It is quite similar to the Eagles of the North, except that the environment has forced him to play the role of scavenger as well as hunter. These soaring hunters swoop to attack smaller birds or prey on the ground. Unlike the northern birds, the desert Eagle will as readily eat carrion as fresh meat, an adaptation made necessary by the environment. They are aggressive enough to strike travellers along Harad's southern caravan roads. Aside from Men, the Orao are the dominant hunters on the vast plains of southwestern Harad. Their eyries are set in the caverns of the northern Yellow Mountains, and in wind-hollowed caves the highest of the hilly Raj region to the north. In size, they are no match for the Great Eagles, but they are large enough to carry off a shepherd's goat or lamb.",,"{desert,mountains}",2026-06-15 20:15:02.159085,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Hard""}]"
26193900-1221-4e3d-8f7a-3ada3ab17de6,Nethairin,nethairin,insects,day,1,"The Plains Snake (Si. ""Nathair""; pl. ""Nethairin"") is roughly six feet long. It has a thick triangular head and a cream-colored body overlaid with a dark diamond pattern. Hiding in shallow burrows and hunting amidst the tall grass of the steppes or plains, the serpent is a quiet creature that relies on stealth and patience to defeat its foes. Rodents, birds, and small lizards make up its diet. Although ostensibly cunning, the Nathair angers easily and will vigorously defend itself rather than flee, even in a fruitless confrontation. Its venom is rather toxic (level 6); symptoms include swelling, weak pulse, shock, and wide discolorations.",,{plains},2026-06-15 16:25:44.988887,"{1,2,6,8,87}",encounter,,"[{""region"": ""Dor Rhunen"", ""probability"": ""Extremely Hard""}, {""region"": ""Dorwinion"", ""probability"": ""Sheer Folly""}, {""region"": ""Eothraim"", ""probability"": ""Medium""}, {""region"": ""Gramuz"", ""probability"": ""Medium""}, {""region"": ""Dagorlad"", ""probability"": ""Medium""}]"
7cbdc113-2f0e-4d2b-88c2-c10f272abd2c,Nethairin Erdyr,nethairin_erdyr,insects,day,1,"The Nethairin Erdyr (sing. ""Nathair Ardor"") live in burrows beneath rocks or within caverns and favor highland locales or the cool wastelands of the North. While very similar in coloration to the Nathair of the Plains, the Nathair Ardor attains a length of only 2-3 feet. It angers easily and will defend itself viciously. Its poison is similar to that of the common Nathair, however it is weaker (5th lvl) and takes longer (6 vs 2 minutes) to affect the victim.",,"{desert,plains,cave}",2026-06-15 16:25:44.988887,"{45,46,73}",encounter,,"[{""region"": ""Forochel"", ""probability"": ""Medium""}, {""region"": ""Angmar"", ""probability"": ""Medium""}, {""region"": ""Coldfells"", ""probability"": ""Medium""}]"
bdc2a170-feb6-4648-a4e5-8f7793f6b162,Marsh Crocodiles,marsh_crocodiles,reptiles,day,3,"Swift but usually inactive, the Marsh, or ""Fish-eating,"" Crocodiles are common in the wetter, warmer parts of Endor. They are inoffensive when let alone, but can be quite deadly when surprised (or hungry). Black, with green stripes and light blue undersides, they are colorful carnivores. Their diet consists of large mammals and birds who enter or come to the edge of the water. After grabbing its prey in its long, powerful snout, the Marsh Crocodile drowns the victim and then tears the flaccid body apart with twisting bites. It spends its nights in the water and basks on shore during the day, feeding on average once every two days, and swallows rocks for ballast.",,"{marsh,water}",2026-06-15 16:25:44.988887,"{12,38}",encounter,,"[{""region"": ""Harondor"", ""probability"": ""Hard""}, {""region"": ""Nan Anduin"", ""probability"": ""Hard""}]"
efcba268-a561-4ab8-a578-ff88a139833e,Nethraich,nethraich,insects,day,1,"The Nathrach (pl. ""Nethraich"") is an aquatic snake that resides in relatively placid or stagnant pools, marshes, and lakes. Brown bands surround its rust-colored body, which typically measures three to five feet in length. Contrary to popular belief, this serpent does not normally strike in water; most victims are on dry land or a marsh island when they stray into a snake run. These snakes only attack when their ""runs"" are encountered, and then it bites with astounding quickness. A Nathrach's critical strike is accompanied by a muscle poison that causes bleeding, bruises, and swelling (double all these effects on this and subsequent criticals). The venom is not very toxic (level 2) but is designed to stun small rodents. The Arnathrach (pl. ""Ernaithrach""), or Royal Nathrach, is a much larger cousin that inhabits the brackish waters near the coasts.",,"{marsh,water}",2026-06-15 16:25:44.988887,"{2,8,21,38}",encounter,,"[{""region"": ""Gramuz"", ""probability"": ""Extremely Hard""}, {""region"": ""Nan Anduin"", ""probability"": ""Hard""}, {""region"": ""Dagorlad"", ""probability"": ""Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Hard""}]"
f56cf501-c09e-4a39-9cdf-5bf0cdbe455c,Otrovativi,otrovativi,insects,day,1,"The Otravati (Ap. ""Poison""; pl. ""Otrovativi"") is a small snake found in western Harad. Rarely exceeding two feet in length, it has a murky grey coloring and is easy to overlook. It is, however, not an animal to take lightly. The Otravati's narrow head opens to reveal a surprisingly large mouth full of tiny needle-like teeth. Each tooth is an injector that delivers a dose of the snake's poison on any successful bite (whenever a critical is scored). Locals consider amputation to be the only effective remedy when confronted by the snake's potent (25th lvl) venom, a nerve poison that attacks through the bloodstream and the nervous system simultaneously. The venom is lethal within one hour; only immediate removal of the bitten member will serve as a cure. It is no wonder that the snake bears a name which translates as ""poison.""",,{water},2026-06-15 16:25:44.988887,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
1443f52e-918a-4440-9fd7-b38c64e24273,Pied Swans,pied_swans,flying_animals,day,0,"Handsome aquatic birds, Pied Swans may be the most intelligent of herbivorous avians. They seem able to remember those who have harmed or helped them (at least for periods of several weeks), and there have been reports of pied Swans leading fog-lost travellers to high ground in marshes. Various rural and primitive peoples, such as the Marshmen of the Nindalf, revere these birds as being sacred to the Vala Yavanna. They are creamy white in color, liberally splotched and speckled with black and gray. Unfortunately, their flesh is tasty and their feathers soft, so that those with more greed than reverence hunt them. Pied Swans are most commonly found in the Nindalf and along the shores of the Anduin in the relatively unspoiled areas of Ithilien.",,"{marsh,water}",2026-06-15 20:15:02.15968,"{7,18,38,75}",encounter,,"[{""region"": ""Forithilien"", ""probability"": ""Hard""}, {""region"": ""Harithilien"", ""probability"": ""Hard""}, {""region"": ""Nan Anduin"", ""probability"": ""Hard""}, {""region"": ""Anorien"", ""probability"": ""Hard""}]"
ac9cb0a0-4e11-454d-b108-ac0e5af724c3,Mordor Cattle,mordor_cattle,herbivores,all-day,2,"Hardy, ill-tempered cattle bred in the grey fields of Nurn to feed the armies of Mordor. Tended by slaves under the lash, they are lean, half-wild beasts suited to the harsh land that raises them.",,,2026-06-10 13:23:21.789095,{76},encounter,,"[{""region"": ""Nurn"", ""probability"": ""Absurd""}]"
e9e4f1d8-e500-4392-a9fc-0a4641491683,Wargs,warg_pack,carnivores,all-day,3,"Great evil wolves of the North, larger and more cunning than common wolves and bound in malice to the Orcs, whom they often bear into battle. They hunt in savage packs, share a crude speech of their own, and gather at the Enemy's call.",,,2026-06-10 13:23:21.81513,"{5,12,18,22,27,34,47,52,72,75,82}",encounter,,"[{""region"": ""Forithilien"", ""probability"": ""Very Hard""}, {""region"": ""Harithilien"", ""probability"": ""Extremely Hard""}, {""region"": ""Harondor"", ""probability"": ""Extremely Hard""}, {""region"": ""Celanoriand"", ""probability"": ""Very Hard""}, {""region"": ""Ered Luin"", ""probability"": ""Very Hard""}, {""region"": ""Ered Luin Vales"", ""probability"": ""Very Hard""}, {""region"": ""Tol Fuin"", ""probability"": ""Very Hard""}, {""region"": ""Dunland"", ""probability"": ""Extremely Hard""}, {""region"": ""Fangorn"", ""probability"": ""Absurd""}, {""region"": ""Parth Celebrant"", ""probability"": ""Very Hard""}]"
7f9147be-e0af-45b7-ae02-8cbfc982642a,Kingfishers,kingfishers,flying_animals,day,0,"The smallest of Endor's fisherfowl, the Kingfisher is also the most attractive. It has a large, silvery bill and silver, blue, orange and white feathers. The Kingfisher's riverbank home belies its beauty, though, for it is little more than a dirty hole full of old fish bones and rotting mess. Besides fish, the Kingfisher preys on insects, centipedes, and small lizards and amphibians.",,"{forest,water}",2026-06-15 20:15:02.160265,"{16,35,38}",encounter,,"[{""region"": ""Central Anduin"", ""probability"": ""Light""}, {""region"": ""Nan Anduin"", ""probability"": ""Light""}, {""region"": ""Minhiriath"", ""probability"": ""Light""}]"
09cdbbc0-aa79-491f-ad64-0e67fdde1371,Short-Eared Owls,short_eared_owls,flying_animals,nocturnal,0,"A rare day-hunting Owl, the Short-eared Owl is quite small. Like many other Endorian birds, however, it is an intelligent and perceptive creature. They were taught by the Elves to speak and have their own language. One who is close to Nature can derive helpful information from them.",,"{plains,forest}",2026-06-15 20:15:02.160822,"{11,21,35,62}",encounter,,"[{""region"": ""Central Anduin"", ""probability"": ""Extremely Hard""}, {""region"": ""Rohan"", ""probability"": ""Extremely Hard""}, {""region"": ""Enedhwaith"", ""probability"": ""Extremely Hard""}, {""region"": ""Lebennin"", ""probability"": ""Extremely Hard""}]"
f1a98a51-29b6-4f1d-bedc-ced670bceecf,Green-Winged Crows,green_winged_crows,flying_animals,day,0,"A lively, intelligent bird of the marshes and shores, the Green-winged Crow can be tamed even as an adult. They make effective messengers, able to find their way home from any direction within a 75-100 mile radius. However, like most of the Corvidae, they are attracted and distracted by shiny objects. With their shiny black plumage marked distinctively on the ""shoulder"" of the wing with a patch of iridescent green, these crows make attractive pets.",,{forest},2026-06-15 20:15:02.162185,"{11,21,35,38}",encounter,,"[{""region"": ""Central Anduin"", ""probability"": ""Light""}, {""region"": ""Nan Anduin"", ""probability"": ""Light""}, {""region"": ""Lebennin"", ""probability"": ""Light""}, {""region"": ""Enedhwaith"", ""probability"": ""Light""}]"
371714a0-97f3-4d98-ab5e-4b7542665e7e,Trusavi,trusavi,insects,day,1,"An arboreal creature, the Trusa (P. ""Leaf Frog""; pl. ""Trusavi"") is adapted for gliding from tree to tree. It has a broad head, a long slim body, and elongated limbs with webbed feet. Flaps of skin fringe the forelimbs and heels, permitting the creature to extend its body and create a bizarre but effective set of ""wings."" This bright red and blue frog grows no larger than about 3 inches in length, but it is among the deadliest animals in the humid woodlands of southeastern Middle-earth. If touched, the spines on the back of the Trusa will inject a strong (lvl 4) poison which acts in 1-10 rds. A victim who fails his RR by 21 or more dies, while one who fails by 11-20 becomes blind and falls into a coma; a RR failure of 01-10 leaves the victim blind in 1-2 eyes.",,{forest},2026-06-15 16:25:44.988887,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
5cade9df-bcad-4db3-b223-2710159698e7,Cunara,cunara,herbivores,all-day,0,"The most common rodent in Cardolan, the Cunaura (Du. ""Gophers"") of Eriador resemble big stout Rats and live mainly on grass roots. On the plains they are a major nuisance because they live in large colonies of interlocking burrows. Their holes rise up about a foot from ground level but their tunnels run very close to the surface and cannot be easily detected by Sheep, Horses, or Men (leading to many broken legs).",,{plains},2026-06-15 16:25:44.988887,"{16,59}",encounter,,"[{""region"": ""Minhiriath"", ""probability"": ""Sheer Folly""}, {""region"": ""South Downs"", ""probability"": ""Sheer Folly""}]"
71dcd786-8c49-4a32-beaf-fbceb4f884ed,Zurkuvi,zurkuvi,insects,day,1,"The Zurku (Ap. ""Trail lizard""; pl. ""Zurkuvi"") is found throughout Harad, particularly in the south. It is related to the Gorbet of northwestern Endor (Gorbets are especially well known in Dunland). A dull yellow color with black and red stripes on its head and neck, the Zurku is a colorful creature; it has a bright orange, arrow-shaped patch on its back. It typically grows to a length of 12"" and can be found in the summer months. The lizard has no natural enemies because it tastes terrible and secretes a mild nerve toxin from its skin; the poison is absorbed through the skin and paralyzes victims for 10-20 minutes (it numbs the limbs of larger attackers for only awhile, but for most animals is an effective deterrent). What is notable about this relatively harmless lizard is its reputation as a pathfinder: it is believed by most Haradrim that if they are lost and follow a Zurku, it will lead them to a trail or road. This legend is shared by the Dunlendings and appears to have originated among the ancient Southrons during the early Second Age. There may be some truth to this belief, since the Zurku apparently understands that where there are trails there are beasts (and beast-droppings), and where there are beasts there are flies.",,,2026-06-15 16:25:44.988887,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Light""}]"
7c4c4e62-39dd-47dc-89ba-536cbc0894a6,Aurych,aurych,insects,day,1,"The Auroch (pl. ""Aurych"") is a domesticated breed of the wild cattle or Kine that roam Rhovanion (Wilderland). They vary in color, but most have medium length, dark brown fur on their bodies, and shorter, whiter fur on their legs and foreheads. Males have larger, curving, conical horns. Like all Kine, Aurych migrate with the seasons and tend to wander wide areas whenever breeding.",,,2026-06-15 16:25:44.988887,"{1,2,6,35,38}",encounter,,"[{""region"": ""Dor Rhunen"", ""probability"": ""Absurd""}, {""region"": ""Eothraim"", ""probability"": ""Absurd""}, {""region"": ""Gramuz"", ""probability"": ""Absurd""}, {""region"": ""Central Anduin"", ""probability"": ""Sheer Folly""}, {""region"": ""Nan Anduin"", ""probability"": ""Sheer Folly""}]"
dca023d0-c6b3-468c-ae27-ba21099085cd,Caru,caru,insects,day,1,"The Caru (Du. ""Elk"") is a large brown Deer commonly found in northern Eriador, but ranging throughout the cooler parts of northwestern Middle-earth. It is the only Deer species, save the Losrandir, in which both the males and females sport antlers. Caru travel in huge herds of one to twenty thousand and range over vast areas of open country or broken woodlands. Feeding on grass and other tundra plants in the summer, some roam well into the Far North.",,{forest},2026-06-15 16:25:44.988887,"{1,2,6,45,46,73,87}",encounter,,"[{""region"": ""Dor Rhunen"", ""probability"": ""Absurd""}, {""region"": ""Dorwinion"", ""probability"": ""Sheer Folly""}, {""region"": ""Eothraim"", ""probability"": ""Absurd""}, {""region"": ""Gramuz"", ""probability"": ""Absurd""}, {""region"": ""Forochel"", ""probability"": ""Extremely Hard""}, {""region"": ""Coldfells"", ""probability"": ""Extremely Hard""}, {""region"": ""Angmar"", ""probability"": ""Extremely Hard""}]"
e6b4f984-9b30-426b-b4d4-02ede67d358a,Zamkavi,zamkavi,insects,day,1,"The Zamka (pl. ""Zamkavi"") is common to the dry hills of western Harad. Its name translates as ""snare,"" and is derived from this snake's method of attack. The Zamka whips its tail out like a lash and coils about a limb or appendage. The snake's long (7') body is lined with small barbs along each side. The barbs are coated with a poisonous secretion which enters through the skin of its victim. This (7th lvl) muscle poison essentially paralyzes the prey (duration = 20 minutes per ten points of RR failure). When its venom takes effect—in forty-five seconds—the serpent will move to constrict its prey. Once the victim is dead, the Zamka remains with the corpse until time and weather has softened it, then begins its feast. Other animals steer well clear of any kill it guards. Note: the Entangle Table is used with any critical indicating a poisoning; it aims at bare skin, will attack while the victim is moving, and continues until movement ceases.",,{mountains},2026-06-15 16:25:44.988887,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Hard""}]"
331f5f05-354f-4153-85b5-0dcc8f1649aa,Mulkánar,mulk_nar,water_animals,all-day,0,"Largest member of the mussel family, the Mulkana is a giant, hard-shelled bivalve with a black shell that protects its soft, white body. This molusk is related to the Giant Clam, although it is larger, quicker, and has a long, vaguely oval, shell. It secretes a foul, acidic, ink (3rd lvl) which stuns larger prey, kills smaller victims, and slowly eats away skin. Found off the eastern shores of Endor, Mulkanar are hunted for their huge (and reputedly enchanted) pearls. At least one of these precious jewels, the priceless Womaw Moon, exceeds six inches in diameter. Legend proclaims that the larger of these pearls serve as Seeing-stones, although none is as powerful as a Numenorean Palantir.",,{ocean},2026-06-15 20:15:02.162648,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Extremely Hard""}]"
80c9b92f-fcd0-43f0-9c8c-d8138e6efe22,Nímaeargyrth,n_maeargyrth,water_animals,all-day,0,"Elves call the deadliest of Endor's Sharks Nímaeargurth: ""White Seadeath"" (pl. ""Nímaeargyrth""). Typically large (15+ feet) and always hungry, these unsleeping killers hunt virtually anything that has flesh that they can tear apart and eat. Even wounded Whales have felt the wrath of these white (underparts) and grey (overparts) denizens of the sea. The Nímaeargurth's long, pointed snout is equipped with nine rows of flat, triangular teeth. Those of the outermost row are six to eight inches long. When broken off, the teeth are replaced by those of the next row, enabling the Shark to replenish its saw-like weaponry. Like all Sharks, the Nímaeargurth is a cartilage-skeletoned fish. It bears live young, usually in litters of 7-9 Sharklings.",,{ocean},2026-06-15 20:15:02.163023,{29},encounter,,"[{""region"": ""Belegaer sea"", ""probability"": ""Very Hard""}]"
662784ec-63e0-4489-b896-cf1d8fcd580b,Ûlcercain,lcercain,insects,day,1,"Úlceracin (sing. ""Úlcarcan"") are large, red, centipede-like creatures that move in hordes across the dense forests of southeastern Endor. Nocturnal creatures, they feed on rotting vegetation, insects, carrion, and (occasionally) live prey. They are extremely quick and are capable of scaling trees and swimming across placid water. Like ants, they operate in rigidly-defined social groups, if necessary swarming to defend their lairs. Úlcercain generally reside in rotting logs. Most of the so-called ""Evil Fangs"" are harmless to the Children of Ilúvatar; however, the ""warriors"" that comprise about twenty percent of any colony will attack virtually anything and anyone. Immobilized or sleeping folk need be careful around these creatures. Armed with powerful 2-3 inch mandibles and a mild (lvl 0) nerve venom, a group of Warrior Úlcercain can slay and clean a Man in a matter of minutes.",,"{desert,mountains}",2026-06-15 20:15:02.163617,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Medium""}]"
0116eeae-da1d-40cf-afe9-27efab144340,Egils Vipers,egils_vipers,reptiles,day,3,"A huge, poisonous, predatory serpent, Egil's Viper is one of the strangest hazards of the plain of Talath Harroch, south of Mirkwood. It is said that these remarkable snakes were driven out of other areas of Rhovanion into the Talath Harroch, but this seems unlikely at best. They prey upon eggs, rodents, young animals, and (in the case of the largest Vipers) Men and Kine. Of a yellowish-brown color that blends well with the soil and grasses of the plain, Egil's Viper hunts in the late afternoon or early evening. It may spit its venom into a victim's eyes from a distance of up to thirty feet, or it may bite and inject venom in the normal manner. The Viper's fangs reach up to three inches in length and can penetrate leather and, in some cases, even chain armor.",,"{mountains,plains}",2026-06-15 20:15:02.164477,"{1,2,3,6,37,38,83,87}",encounter,,"[{""region"": ""Dor Rhunen"", ""probability"": ""Extremely Hard""}, {""region"": ""Dorwinion"", ""probability"": ""Sheer Folly""}, {""region"": ""Eothraim"", ""probability"": ""Very Hard""}, {""region"": ""Gramuz"", ""probability"": ""Very Hard""}, {""region"": ""Mirkwood Wilds"", ""probability"": ""Sheer Folly""}, {""region"": ""Nan Anduin"", ""probability"": ""Extremely Hard""}, {""region"": ""Woodmen"", ""probability"": ""Sheer Folly""}, {""region"": ""Dor Guldur"", ""probability"": ""Medium""}]"
c14d53ca-da49-4116-ba28-d4d6499ef808,Stetanavi,stetanavi,herbivores,all-day,0,"In Apysaic, Stetan means ""mischievous."" It applies perfectly to this otter-like creature. The beast's body is as large as a big dog, and it is as friendly and playful as the most lively of puppies. It has very short legs, though, so no one would mistake it for a hound. The Stetan's name was earned from the Haradrim who journeyed into the wood, worked a long day gathering herbs, then saw their sacks and parcels playfully torn apart just before they returned home. Only their overpowering air of pure innocence keeps Stetanavi from being killed on sight by most men who glean their living from the wood. As it is, they are usually viewed as a sign of long-term good luck even if they are a short-term nuisance. There have been attempts to tame the friendly beasts, but Stetanavi taken into captivity invariably die shortly thereafter, an occurrence usually blamed on loneliness for their own kind. It is possible to overcome this through the use of a Familiar spell, though having such a puckish creature as a familiar would certainly have its drawbacks.",,{forest},2026-06-15 16:25:44.988887,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Extremely Hard""}]"
c94101e3-02c6-4501-b64d-3e8bf720f6cd,Goral,goral,herbivores,all-day,0,"Goral are a wild, golden bighorn Sheep found exclusively in the Downs of Eriador. They have long, curving, whitish horns. Solitary and intractable, they are unique among Sheep. Goral only gather during mating season, when small groups of males join and then seek out the females. Ranked by the size of their horns, the males instinctively know their place, so there is little fighting during these brief unions. After mating, the females travel as a herd with the young for a couple of months and then scatter. Goral have been very profitably interbred with domestic Sheep, producing excellent varieties of wool-bearing species (Q. ""Toa"" = ""Wool"").",,,2026-06-15 16:25:44.988887,{59},encounter,,"[{""region"": ""South Downs"", ""probability"": ""Hard""}]"
e3d9c6ea-bebb-43b8-9b6b-dfbef48df7cc,Andamundar,andamundar,riding_animals,all-day,1,"The Andamunda (Q. ""Elephant""; pl. ""Andamundar""; lit. ""Long-snouted"") is the smaller and more numerous cousin of the famous Mûmak. Like all its cousins, it has thick, pillarlike legs and flat, padded feet; loose skin and large ears provide heat regulation, enabling it to adapt to a variety of ecosystems. Its most notable feature is its trunk: an elongated nose and upper lip that serves as both a sensory organ and a prehensile grasping tool, used to smell, gather food, drink, and as a weapon in combat. Its pair of long tusks serve primarily as digging tools (it subsists on roots, shoots, twigs, fruit, leaves), a typical Andamunda eating about 400 pounds of food a day. Always active except for rest periods at night and a midday break, it roams in a constant search for security and food; its plodding belies its strength as a swift, agile runner that can run down and gore a foe. Unlike the Mûmak, it has a slightly humped back and one (vs. two or three) fingerlike extension at the base of its trunk, plus a gland to secrete scented waste. Like Mûmakil, females travel in herds led by an elder matriarch, bearing one offspring (after 21 months gestation) and raising the calf for 24-30 months. Domesticated by various cultures, used less than Mûmakil as riding animals but much easier to tame.",,{desert},2026-06-15 16:25:44.988887,{12},encounter,,"[{""region"": ""Harondor"", ""probability"": ""Easy""}]"
